"","TownName","ratio","year"
"854",NA,0,2012
"855",NA,0,2012
"856","braintree",0,2012
"857","brewster",0,2012
"858",NA,0,2012
"859",NA,0,2012
"860",NA,0,2012
"861","chelmsford",0,2012
"862","chelsea",0,2012
"863",NA,0,2012
"864",NA,0,2012
"865",NA,0,2012
"866",NA,0,2012
"867","hatfield",0,2012
"868","carver",0,2012
"869","charlemont",0,2012
"870",NA,0,2012
"871",NA,0,2012
"872",NA,0,2012
"873",NA,0,2012
"874","holbrook",0,2012
"875","hudson",0,2012
"876","holyoke",0,2012
"877","hopedale",0,2012
"878",NA,0,2012
"879","milton",0,2012
"880","medway",0,2012
"881","lenox",0,2012
"882",NA,0,2012
"883","lexington",0,2012
"884",NA,0,2012
"885","lincoln",0,2012
"886","methuen",0,2012
"887",NA,0,2012
"888",NA,0,2012
"889",NA,0,2012
"890",NA,0,2012
"891","natick",0,2012
"892",NA,0,2012
"893",NA,0,2012
"894",NA,0,2012
"895",NA,0,2012
"896","gill",0,2012
"897",NA,0,2012
"898","greenfield",0,2012
"899",NA,0,2012
"900",NA,0,2012
"901",NA,0,2012
"902",NA,0,2012
"903",NA,0,2012
"904",NA,0,2012
"905","lee",0,2012
"906","hanover",0,2012
"907",NA,0,2012
"908","medfield",0,2012
"909","medford",0,2012
"910","reading",0,2012
"911",NA,0,2012
"912","needham",0,2012
"913",NA,0,2012
"914","lowell",0,2012
"915","halifax",0,2012
"916","hamilton",0,2012
"917","marblehead",0,2012
"918",NA,0,2012
"919",NA,0,2012
"920",NA,0,2012
"921",NA,0,2012
"922","hull",0,2012
"923",NA,0,2012
"924",NA,0,2012
"925","lawrence",0,2012
"926",NA,0,2012
"927",NA,0,2012
"928",NA,0,2012
"929","malden",0,2012
"930","tewksbury",0,2012
"931",NA,0,2012
"932",NA,0,2012
"933",NA,0,2012
"934","somerville",0,2012
"935","provincetown",0,2012
"936","randolph",0,2012
"937",NA,0,2012
"938","norwood",0,2012
"939",NA,0,2012
"940",NA,0,2012
"941","northampton",0,2012
"942",NA,0,2012
"943",NA,0,2012
"944",NA,0,2012
"945","norwell",0,2012
"946",NA,0,2012
"947","north adams",0,2012
"948","north attleboro",0,2012
"949",NA,0,2012
"950",NA,0,2012
"951",NA,0,2012
"952",NA,0,2012
"953",NA,0,2012
"954",NA,0,2012
"955","pittsfield",0,2012
"956",NA,0,2012
"957",NA,0,2012
"958",NA,0,2012
"959",NA,0,2012
"960",NA,0,2012
"961",NA,0,2012
"962",NA,0,2012
"963",NA,0,2012
"964",NA,0,2012
"965",NA,0,2012
"966",NA,0,2012
"967","stockbridge",0,2012
"968","stoneham",0,2012
"969",NA,0,2012
"970","shelburne",0,2012
"971","sherborn",0,2012
"972",NA,0,2012
"973",NA,0,2012
"974",NA,0,2012
"975",NA,0,2012
"976","newton",0,2012
"977","norfolk",0,2012
"978","north andover",0,2012
"979",NA,0,2012
"980",NA,0,2012
"981","north reading",0,2012
"982",NA,0,2012
"983","stoughton",0,2012
"984",NA,0,2012
"985",NA,0,2012
"986","sunderland",0,2012
"987","swampscott",0,2012
"988",NA,0,2012
"989",NA,0,2012
"990",NA,0,2012
"991",NA,0,2012
"992","middleton",0,2012
"993","milford",0,2012
"994","millis",0,2012
"995",NA,0,2012
"996","peabody",0,2012
"997",NA,0,2012
"998",NA,0,2012
"999","sharon",0,2012
"1000","southwick",0,2012
"1001",NA,0,2012
"1002",NA,0,2012
"1003",NA,0,2012
"1004","whately",0,2012
"1005","williamstown",0,2012
"1006","rockport",0,2012
"1007",NA,0,2012
"1008",NA,0,2012
"1009","worcester",0,2012
"1010",NA,0,2012
"1011",NA,0,2012
"1012","tyngsborough",0,2012
"1013",NA,0,2012
"1014","wakefield",0,2012
"1015",NA,0,2012
"1016","westfield",0,2012
"1017",NA,0,2012
"1018",NA,0,2012
"1019",NA,0,2012
"1020","saugus",0,2012
"1021",NA,0,2012
"1022","weston",0,2012
"1023","westwood",0,2012
"1024",NA,0,2012
"1025",NA,0,2012
"1026",NA,0,2012
"1027",NA,0,2012
"1028","south hadley",0,2012
"1029","southampton",0,2012
"1030","southborough",0,2012
"1031",NA,0,2012
"1032",NA,0,2012
"1033",NA,0,2012
"1034","walpole",0,2012
"1035","waltham",0,2012
"1036",NA,0,2012
"1037","watertown",0,2012
"1038","wayland",0,2012
"1039",NA,0,2012
"1040","wellesley",0,2012
"1041",NA,0,2012
"1042","topsfield",0,2012
"1043",NA,0,2012
"1044",NA,0,2012
"1045",NA,0,2012
"1046",NA,0,2012
"1047","salem",0,2012
"1048",NA,0,2012
"1049",NA,0,2012
"1050","wilmington",0,2012
"1051",NA,0,2012
"1052",NA,0,2012
"1053",NA,0,2012
"1054",NA,0,2013
"1055","plainville",0,2013
"1056",NA,0,2013
"1057",NA,0,2013
"1058","scituate",0,2013
"1059",NA,0,2013
"1060",NA,0,2013
"1061",NA,0,2013
"1062",NA,0,2013
"1063","northborough",0,2013
"1064",NA,0,2013
"1065",NA,0,2013
"1066","wareham",0,2013
"1067",NA,0,2013
"1068",NA,0,2013
"1069",NA,0,2013
"1070",NA,0,2013
"1071","westford",0,2013
"1072","whitman",0,2013
"1073",NA,0,2013
"1074","yarmouth",0,2013
"1075",NA,0,2013
"1076","winchester",0,2013
"1077",NA,0,2013
"1078",NA,0,2013
"1079",NA,0,2013
"1080",NA,0,2013
"1081","adams",0,2013
"1082",NA,0,2013
"1083","amherst",0,2013
"1084",NA,0,2013
"1085",NA,0,2013
"1086",NA,0,2013
"1087",NA,0,2013
"1088",NA,0,2013
"1089","belchertown",0,2013
"1090",NA,0,2013
"1091",NA,0,2013
"1092",NA,0,2013
"1093",NA,0,2013
"1094",NA,0,2013
"1095",NA,0,2013
"1096","brockton",0,2013
"1097",NA,0,2013
"1098",NA,0,2013
"1099",NA,0,2013
"1100",NA,0,2013
"1101",NA,0,2013
"1102",NA,0,2013
"1103",NA,0,2013
"1104",NA,0,2013
"1105",NA,0,2013
"1106","acton",0,2013
"1107","attleboro",0,2013
"1108",NA,0,2013
"1109","blackstone",0,2013
"1110","boston",0,2013
"1111",NA,0,2013
"1112",NA,0,2013
"1113",NA,0,2013
"1114","duxbury",0,2013
"1115","eastham",0,2013
"1116","essex",0,2013
"1117",NA,0,2013
"1118",NA,0,2013
"1119",NA,0,2013
"1120",NA,0,2013
"1121","great barrington",0,2013
"1122",NA,0,2013
"1123",NA,0,2013
"1124",NA,0,2013
"1125","leverett",0,2013
"1126","mansfield",0,2013
"1127","mashpee",0,2013
"1128",NA,0,2013
"1129",NA,0,2013
"1130",NA,0,2013
"1131","grafton",0,2013
"1132",NA,0,2013
"1133",NA,0,2013
"1134","gloucester",0,2013
"1135",NA,0,2013
"1136",NA,0,2013
"1137","marion",0,2013
"1138","mendon",0,2013
"1139",NA,0,2013
"1140","townsend",0,2013
"1141",NA,0,2013
"1142",NA,0,2013
"1143",NA,0,2013
"1144","orleans",0,2013
"1145","dedham",0,2013
"1146",NA,0,2013
"1147",NA,0,2013
"1148","deerfield",0,2013
"1149",NA,0,2013
"1150",NA,0,2013
"1151","brookline",0,2013
"1152","hadley",0,2013
"1153","bridgewater",0,2013
"1154","brimfield",0,2013
"1155",NA,0,2013
"1156",NA,0,2013
"1157",NA,0,2013
"1158",NA,0,2013
"1159","easton",0,2013
"1160",NA,0,2013
"1161","egremont",0,2013
"1162","falmouth",0,2013
"1163","franklin",0,2013
"1164","foxborough",0,2013
"1165",NA,0,2013
"1166","framingham",0,2013
"1167",NA,0,2013
"1168",NA,0,2013
"1169",NA,0,2013
"1170",NA,0,2013
"1171","andover",0,2013
"1172","arlington",0,2013
"1173","ashland",0,2013
"1174",NA,0,2013
"1175",NA,0,2013
"1176","belmont",0,2013
"1177",NA,0,2013
"1178",NA,0,2013
"1179",NA,0,2013
"1180","danvers",0,2013
"1181",NA,0,2013
"1182","kingston",0,2013
"1183","lanesborough",0,2013
"1184",NA,0,2013
"1185",NA,0,2013
"1186",NA,0,2013
"1187",NA,0,2013
"1188","marlborough",0,2013
"1189","marshfield",0,2013
"1190","maynard",0,2013
"1191","melrose",0,2013
"1192",NA,0,2013
"1193",NA,0,2013
"1194","montague",0,2013
"1195",NA,0,2013
"1196",NA,0,2013
"1197","buckland",0,2013
