"","Year","Name","Event","Type","County","Formofgovernment","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","YearsofPotentialLifeLostRate","Percent_FairOrPoor","PhysicallyUnhealthyDays","MentallyUnhealthyDays","PrecentLBW","PercentSmokers","PercentObese","FoodEnvironmentIndex","PercentPhysicallyInactive","PercentWithAccessToExercise","PercentExcessiveDrinking","NumberChlamydiaCases","ChlamydiaRate","TeenBirths","TeenBirthRate","PercentUninsured","NumberMedicareEnrollees","PercentDiabetics","PercentReceivingHbA1c","PercentUnemployed","PercentChildreninPoverty","PercentSingle-ParentHouseholds","NumberViolentCrimes","ViolentCrimeRate","T21year","MAYOR","LENGTHOFTERM","NEXTELECTION","mayor_ind","NearbyT21Ratio"
"316",2015,"Cambridge","1","City","Middlesex","Mayor-manager-council",NA,1636,"2015-06-01","25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2015,"E. Denise Simmons","2 years","January 2018*",1,0.5
"317",2011,"Canton","0","Town","Norfolk","Open town meeting",21561,1797,"2014-01-01","25021","Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,2014,NA,NA,NA,0,0
"318",2012,"Canton","0","Town","Norfolk","Open town meeting",21561,1797,"2014-01-01","25021","Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,2014,NA,NA,NA,0,0
"319",2013,"Canton","0","Town","Norfolk","Open town meeting",21561,1797,"2014-01-01","25021","Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,2014,NA,NA,NA,0,0.1
"320",2014,"Canton","1","Town","Norfolk","Open town meeting",21561,1797,"2014-01-01","25021","Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,2014,NA,NA,NA,0,0.4
"321",2011,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,0
"322",2012,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,0
"323",2013,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,0
"324",2014,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,0.2
"325",2015,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,0.4
"326",2016,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,0.8
"327",2017,"Carlisle","0","Town","Middlesex","Open town meeting",4852,1780,NA,"25017","Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,0.8
"328",2011,"Carver","0","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4693,5872.2,10.6,3.1,3.6,7.76,20.9,22.1,NA,NA,NA,20.7,NA,NA,2194,18.9,8.3,100457,1769,86.32,8.8,8.3,24.1,6299,427.6,2016,NA,NA,NA,0,0
"329",2012,"Carver","0","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4692,5675.99,10.2,3,3.6,7.8,19.9,23.1,NA,21,NA,21.1,1160,235.7,2213,19.5,4.4,53185,5117,86.456908345,9.1,10.9,24.728756039,6280,434.73023881,2016,NA,NA,NA,0,0
"330",2013,"Carver","0","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4854,5721.45,11,3.2,3.8,7.7,19.1,23.1,NA,21,NA,20.8,1414,285.7,2102,17.698071904,4.7,54940,5350,88.448598131,7.8,10.8,24.961102093,2179,443.299018,2016,NA,NA,NA,0,0
"331",2014,"Carver","0","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4854,5721.45,11,3.1,3.6,7.7,17.8,24.7,8.7645680153,23.1,80.249697425,21.1,1398,281,2017,16.970257877,4.2883817477,58071,5871,88.62204054,6.9141127507,10.7,25.479554282,2161.3333333,447.83954028,2016,NA,NA,NA,0,0
"332",2015,"Carver","0","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4881,5465.93,11,3.1,3.6,7.4893572292,17.8,25.8,8.6,23.9,87.434307432,21.1,1502,300.5,1935,16.304485208,3.8936488901,61488,6281,89.87422385,7.1697401667,11.2,25.177076626,2023.6666667,431.83009609,2016,NA,NA,NA,0,0.3
"333",2016,"Carver","1","Town","Plymouth","Open town meeting",11509,1790,"2016-07-01","25023","Massachusetts",4926,5551.6,13.3,3.3,4.2,7.3034462381,17.2,26.4,8.3,24.7,85.824549068,20.5,1490,298.14370527,1794,15.186401652,4.0607678789,64212,6734,90.406890407,6.0337647721,11.5,26.407406765,2023.6666667,431.83009609,2016,NA,NA,NA,0,0.5
"334",2011,"Charlemont","0","Town","Franklin","Open town meeting",1266,1765,"2015-10-15","25011","Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,2015,NA,NA,NA,0,0
"335",2012,"Charlemont","0","Town","Franklin","Open town meeting",1266,1765,"2015-10-15","25011","Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,2015,NA,NA,NA,0,0
"336",2013,"Charlemont","0","Town","Franklin","Open town meeting",1266,1765,"2015-10-15","25011","Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,2015,NA,NA,NA,0,0
"337",2014,"Charlemont","0","Town","Franklin","Open town meeting",1266,1765,"2015-10-15","25011","Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,2015,NA,NA,NA,0,0
"338",2015,"Charlemont","1","Town","Franklin","Open town meeting",1266,1765,"2015-10-15","25011","Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,2015,NA,NA,NA,0,0.2
"339",2011,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,0
"340",2012,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"341",2013,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"342",2014,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"343",2015,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"344",2016,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"345",2017,"Charlton","0","Town","Worcester","Open town meeting",12981,1775,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0
"346",2011,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2473,5973.6,9,2.7,3.2,6.66,15.5,19.3,NA,NA,NA,19.4,NA,NA,749,17.6,9.4,95905,1280,85.9375,8.7,11.3,26.4,2993,448.6,NA,NA,NA,NA,0,0
"347",2012,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2412,5814.19,8.5,2.6,3.2,6.7,14.6,18.2,NA,18.3,NA,18.9,352,159.2,746,18,4.9,48500,3460,88.728323699,9.2,15.7,27.641280842,3025,449.5273647,NA,NA,NA,NA,0,0
"348",2013,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2391,5860.91,8.8,2.6,3.3,7.1,14.5,18.2,NA,18.3,NA,18,363,168.1,732,17.441029307,6,49010,3551,89.63672205,8.2,15.2,29.699951864,1030,465.86706134,NA,NA,NA,NA,0,0
"349",2014,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2391,5860.91,8.3,2.5,3.3,6.9,14.2,18,8.5642138397,17.5,74.798506633,17.9,436,202.1,695,16.863610997,5.9225914648,50311,3599,90.3584329,7.3777719178,15.4,30.479638502,1025,467.75601846,NA,NA,NA,NA,0,0.1
"350",2015,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2465,5631.84,8.3,2.5,3.3,6.9521735624,14.2,18.3,8.3,17.3,90.215296821,17.9,441,204.7,661,16.412573869,4.8112670288,52218,3734,89.850026781,7.5928582683,14.9,33.652988403,972.66666667,448.38432591,NA,NA,NA,NA,0,0.3
"351",2016,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2492,5708.9,9.2,2.9,3.6,6.8678113019,12.1,19.7,8,17.2,88.498202772,20.3,460,213.53337387,589,15.025510204,4.740021519,53328,3873,90.188484379,7.0085806573,13.4,33.315362352,972.66666667,448.38432591,NA,NA,NA,NA,0,0.5
"352",2017,"Chatham","0","Town","Barnstable","Open town meeting",6125,1712,NA,"25001","Massachusetts",2522,6219.1,10.321993839,3.2377777896,3.6318499821,6.9769457445,11.935867023,19.9,8,15.8,88.498202772,21.024641889,211,98.1,524,13.750754455,4.0791221446,54208,3907,89.787560788,6.297380807,11.5,31.212544365,926.33333333,428.25001541,NA,NA,NA,NA,0,0.5
"353",2011,"Chelmsford","0","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2016,NA,NA,NA,0,0
"354",2012,"Chelmsford","0","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2016,NA,NA,NA,0,0
"355",2013,"Chelmsford","0","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2016,NA,NA,NA,0,0
"356",2014,"Chelmsford","0","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2016,NA,NA,NA,0,0.1
"357",2015,"Chelmsford","0","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2016,NA,NA,NA,0,0.2
"358",2016,"Chelmsford","1","Town","Middlesex","Representative town meeting",33802,1655,"2016-01-04","25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,2016,NA,NA,NA,0,0.5
"359",2011,"Chelsea","0","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6379,6489,17.4,3.5,3.5,8.93,17.6,21.3,NA,NA,NA,20.5,NA,NA,5156,29.1,9.1,108990,2306,84.1284,8.1,22.8,50.4,24805,1145.2,2016,NA,NA,NA,0,0
"360",2012,"Chelsea","0","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6282,6457.05,17.5,3.4,3.4,9,17,21.8,NA,21.4,NA,19.7,5703,778.4,5033,30.1,7,53696,6035,87.754763877,8.1,30,53.009500312,23462,1090.5411291,2016,NA,NA,NA,0,0
"361",2013,"Chelsea","0","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6132,6376.74,17.3,3.4,3.5,9.1,16.5,21.8,NA,21.4,NA,18.9,6017,833.4,4801,24.26352789,6.9,54458,6130,88.776508972,7.2,31.5,53.451563235,7534,1034.3073015,2016,NA,NA,NA,0,0
"362",2014,"Chelsea","0","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6132,6376.74,17,3.5,3.5,9.2,15.4,21.5,7.7087179173,21.5,99.839063299,18.9,6212,849.9,4612,23.279055916,6.4903179113,56229,6484,89.11165947,6.5992099995,26.2,52.482185648,7015.6666667,960.21146825,2016,NA,NA,NA,0,0.1
"363",2015,"Chelsea","0","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6070,5967.56,17,3.5,3.5,8.9433201404,15.4,21.2,7.4,19.9,99.629513187,18.9,6084,817.3,4378,22.082448539,5.9281396846,57236,6601,90.062111801,6.9754284734,28.7,52.689001543,6629,909.79293484,2016,NA,NA,NA,0,0.5
"364",2016,"Chelsea","1","City","Suffolk","Council-manager",35177,1739,"2016-03-15","25025","Massachusetts",6078,5753,15.9,3.5,3.8,8.9268613838,15,20.6,7.6,19.5,99.629513187,21.8,5785,777.10880598,4098,20.759668088,5.3034141291,57568,6879,89.547899404,5.3575113684,31.5,51.797040169,6629,909.79293484,2016,NA,NA,NA,0,0.7
"365",2011,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,0
"366",2012,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,0
"367",2013,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,0
"368",2014,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,0
"369",2015,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,0
"370",2016,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,NA,NA,NA,NA,0,0.3
"371",2017,"Cheshire","0","Town","Berkshire","Open town meeting",3235,1793,NA,"25003","Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,NA,NA,NA,NA,0,0.3
"372",2011,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",5008,7182.5,15.1,3.8,3.9,8.62,20.3,27.4,NA,NA,NA,18.7,NA,NA,5350,45.1,8.4,93531,1810,85.0276,9.7,23.8,41.7,10420,752,NA,NA,NA,NA,0,0
"373",2012,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4881,6973.49,15.3,3.8,3.8,8.7,19.3,28.5,NA,26.4,NA,18.7,2385,517.5,5288,45.9,5.2,46476,4991,85.694249649,10.2,25.5,43.377030649,9590,701.50798615,NA,NA,NA,NA,0,0
"374",2013,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4886,6847.84,15.1,3.7,3.8,8.7,18.6,28.5,NA,26.4,NA,19.3,2809,606.1,5200,41.644976575,6.3,46827,5148,87.043512044,9.2,25.4,44.048002503,3184,697.37338752,NA,NA,NA,NA,0,0
"375",2014,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4886,6847.84,15,3.8,3.9,8.6,18.8,29.2,8.0488191963,26.8,88.188310427,19.4,2833,610.8,5085,40.707355343,5.667968043,46760,5227,89.17160895,8.5248841592,30.5,45.425212328,3073.6666667,670.45873454,NA,NA,NA,NA,0,0
"376",2015,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4893,6638.1,15,3.8,3.9,8.4917874641,18.8,28.9,7.9,26.7,94.161902091,19.4,2858,613.4,4875,39.143421496,4.876221,47241,5295,88.498583569,8.9212544119,29.3,47.336153803,2941,640.7816912,NA,NA,NA,NA,0,0
"377",2016,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4897,6600.5,18.9,4.4,4.5,8.3991662592,18.3,28.5,7.9,26.1,93.56016311,18.2,2686,576.49010673,4537,36.719597274,5.0463916992,47586,5383,88.853798997,7.8189522307,26.2,47.351683919,2941,640.7816912,NA,NA,NA,NA,0,0
"378",2017,"Chester","0","Town","Hampden","Open town meeting",1337,1765,NA,"25013","Massachusetts",4970,6486.4,18.605346606,4.4980706433,4.6422572462,8.2472879362,18.19831852,27.5,8,24.7,93.56016311,19.22387805,2375,508.2,4081,33.393612582,4.2016261345,47683,5305,90.518378888,6.7645011706,27.4,47.893761581,2790.6666667,604.90542753,NA,NA,NA,NA,0,0
"379",2011,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1236,4907.1,10.4,3.5,3.1,6.35,14.7,21.3,NA,NA,NA,18.4,NA,NA,438,6.9,9.7,32125,513,88.694,6.6,10.1,25.1,1177,254.8,NA,NA,NA,NA,0,0
"380",2012,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1260,5078.42,9.7,3.3,2.8,6.3,13.5,22.3,NA,17.1,NA,17.7,274,176.8,433,6.9,3.9,15964,1366,87.8477306,6.9,11.8,27.047547453,1167,253.83139679,NA,NA,NA,NA,0,0
"381",2013,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1256,4923.87,9.7,3.2,2.7,6.7,12.6,22.3,NA,17.1,NA,17.9,320,202.4,392,5.8021639703,4.8,15955,1344,90.178571429,5.9,12.3,28.958673916,388,251.01990291,NA,NA,NA,NA,0,0
"382",2014,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1256,4923.87,10,3.3,2.9,6.5,12.1,22.4,8.671357361,17.1,71.005819838,19.7,395,250.3,369,5.4491486628,4.7171977447,16592,1386,90.18759019,5.6084875265,12.7,28.884670515,382,244.06450459,NA,NA,NA,NA,0,0
"383",2015,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1210,4652.16,10,3.3,2.9,6.154410865,12.1,21.8,8.3,15.2,85.928643725,19.7,366,229,339,4.9760007046,4.2848697232,17265,1395,89.103942652,6.0659425559,12.1,30.256430426,385,245.34482099,NA,NA,NA,NA,0,0
"384",2016,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1228,4651.6,11.6,3.3,3.9,6.1287916459,14.5,21.3,8.1,16.1,85.651568826,23.5,355,222.15964204,305,4.4636976979,4.133329881,17746,1457,89.087165408,5.0320442245,12.5,30.994359642,385,245.34482099,NA,NA,NA,NA,0,0
"385",2017,"Chesterfield","0","Town","Hampshire","Open town meeting",1222,1762,NA,"25015","Massachusetts",1344,4859.2,11.818070886,3.3806639708,4.0656681954,6.119326874,15.258144091,18.9,8.1,15.3,85.651568826,20.346192088,270,169.2,276,4.0058636555,3.8489137107,18899,1538,91.287386216,4.4266174179,11.6,30.952669168,390.66666667,248.897799,NA,NA,NA,NA,0,0
"386",2011,"Chicopee","0","City","Hampden","Mayor-aldermen",55298,1848,NA,"25013","Massachusetts",5008,7182.5,15.1,3.8,3.9,8.62,20.3,27.4,NA,NA,NA,18.7,NA,NA,5350,45.1,8.4,93531,1810,85.0276,9.7,23.8,41.7,10420,752,NA,"Richard Kos","2 years","Nov. 7, 2017",1,0
"387",2012,"Chicopee","0","City","Hampden","Mayor-aldermen",55298,1848,NA,"25013","Massachusetts",4881,6973.49,15.3,3.8,3.8,8.7,19.3,28.5,NA,26.4,NA,18.7,2385,517.5,5288,45.9,5.2,46476,4991,85.694249649,10.2,25.5,43.377030649,9590,701.50798615,NA,"Richard Kos","2 years","Nov. 7, 2017",1,0
"388",2013,"Chicopee","0","City","Hampden","Mayor-aldermen",55298,1848,NA,"25013","Massachusetts",4886,6847.84,15.1,3.7,3.8,8.7,18.6,28.5,NA,26.4,NA,19.3,2809,606.1,5200,41.644976575,6.3,46827,5148,87.043512044,9.2,25.4,44.048002503,3184,697.37338752,NA,"Richard Kos","2 years","Nov. 7, 2017",1,0
"389",2014,"Chicopee","0","City","Hampden","Mayor-aldermen",55298,1848,NA,"25013","Massachusetts",4886,6847.84,15,3.8,3.9,8.6,18.8,29.2,8.0488191963,26.8,88.188310427,19.4,2833,610.8,5085,40.707355343,5.667968043,46760,5227,89.17160895,8.5248841592,30.5,45.425212328,3073.6666667,670.45873454,NA,"Richard Kos","2 years","Nov. 7, 2017",1,0
"390",2015,"Chicopee","0","City","Hampden","Mayor-aldermen",55298,1848,NA,"25013","Massachusetts",4893,6638.1,15,3.8,3.9,8.4917874641,18.8,28.9,7.9,26.7,94.161902091,19.4,2858,613.4,4875,39.143421496,4.876221,47241,5295,88.498583569,8.9212544119,29.3,47.336153803,2941,640.7816912,NA,"Richard Kos","2 years","Nov. 7, 2017",1,0.2
