"","CityTown","Nearby T21 Ratio","year"
"944","Manchester-by-the-Sea",0.006,2007
"945","Mattapoisett",0.01,2007
"946","Merrimac",0.008,2007
"947","Middleborough",0.006,2007
"948","Middlefield",0,2007
"949","Millbury",0.004,2007
"950","Millville",0.005,2007
"951","Monroe",0,2007
"952","Monson",0,2007
"953","Monterey",0,2007
"954","Montgomery",0,2007
"955","Mount Washington",0,2007
"956","Nahant",0.005,2007
"957","Nantucket",0,2007
"958","New Ashford",0,2007
"959","New Bedford",0.01,2007
"960","New Braintree",0.005,2007
"961","New Marlborough",0,2007
"962","New Salem",0,2007
"963","Newbury",0.007,2007
"964","Newburyport",0.008,2007
"965","North Brookfield",0.005,2007
"966","Northbridge",0.004,2007
"967","Northfield",0,2007
"968","Norton",0.005,2007
"969","Oak Bluffs",0,2007
"970","Oakham",0.005,2007
"971","Orange",0,2007
"972","Otis",0,2007
"973","Oxford",0.005,2007
"974","Palmer",0,2007
"975","Paxton",0.005,2007
"976","Pelham",0,2007
"977","Pembroke",0.005,2007
"978","Pepperell",0.005,2007
"979","Peru",0,2007
"980","Petersham",0,2007
"981","Phillipston",0.006,2007
"982","Plainfield",0,2007
"983","Plymouth",0.006,2007
"984","Plympton",0.006,2007
"985","Princeton",0.005,2007
"986","Quincy",0.005,2007
"987","Raynham",0.005,2007
"988","Rehoboth",0.006,2007
"989","Revere",0.005,2007
"990","Richmond",0,2007
"991","Rochester",0.008,2007
"992","Rockland",0.005,2007
"993","Rowe",0,2007
"994","Rowley",0.007,2007
"995","Royalston",0,2007
"996","Russell",0,2007
"997","Rutland",0.005,2007
"998","Salisbury",0.009,2007
"999","Sandisfield",0,2007
"1000","Sandwich",0,2007
"1001","Savoy",0,2007
"1002","Seekonk",0.006,2007
"1003","Sheffield",0,2007
"1004","Shirley",0.005,2007
"1005","Shrewsbury",0.004,2007
"1006","Shutesbury",0,2007
"1007","Somerset",0.007,2007
"1008","Southbridge",0.006,2007
"1009","Spencer",0.005,2007
"1010","Springfield",0,2007
"1011","Sterling",0.004,2007
"1012","Stow",0.004,2007
"1013","Sturbridge",0.006,2007
"1014","Sudbury",0.004,2007
"1015","Sutton",0.005,2007
"1016","Swansea",0.007,2007
"1017","Taunton",0.006,2007
"1018","Templeton",0.005,2007
"1019","Tisbury",0,2007
"1020","Tolland",0,2007
"1021","Truro",0,2007
"1022","Tyringham",0,2007
"1023","Upton",0.004,2007
"1024","Uxbridge",0.005,2007
"1025","Wales",0,2007
"1026","Ware",0,2007
"1027","Warren",0.006,2007
"1028","Warwick",0,2007
"1029","Washington",0,2007
"1030","Webster",0.005,2007
"1031","Wellfleet",0,2007
"1032","Wendell",0,2007
"1033","Wenham",0.006,2007
"1034","West Boylston",0.004,2007
"1035","West Bridgewater",0.005,2007
"1036","West Brookfield",0.005,2007
"1037","West Newbury",0.007,2007
"1038","West Springfield",0,2007
"1039","West Stockbridge",0,2007
"1040","West Tisbury",0,2007
"1041","Westborough",0.004,2007
"1042","Westhampton",0,2007
"1043","Westminster",0.005,2007
"1044","Westport",0.01,2007
"1045","Weymouth",0.005,2007
"1046","Wilbraham",0,2007
"1047","Williamsburg",0,2007
"1048","Winchendon",0.006,2007
"1049","Windsor",0,2007
"1050","Winthrop",0.005,2007
"1051","Woburn",0.005,2007
"1052","Worthington",0,2007
"1053","Wrentham",0.005,2007
"1054","Acton",0.005,2008
"1055","Adams",0,2008
"1056","Amherst",0,2008
"1057","Andover",0.006,2008
"1058","Arlington",0.005,2008
"1059","Ashland",0.004,2008
"1060","Attleboro",0.005,2008
"1061","Belchertown",0,2008
"1062","Belmont",0.005,2008
"1063","Blackstone",0.005,2008
"1064","Boston",0.005,2008
"1065","Braintree",0.005,2008
"1066","Brewster",0,2008
"1067","Bridgewater",0.005,2008
"1068","Brimfield",0,2008
"1069","Brockton",0.005,2008
"1070","Brookline",0.005,2008
"1071","Buckland",0,2008
"1072","Cambridge",0.005,2008
"1073","Canton",0.005,2008
"1074","Carver",0.007,2008
"1075","Charlemont",0,2008
"1076","Chelmsford",0.005,2008
"1077","Chelsea",0.005,2008
"1078","Cohasset",0.005,2008
"1079","Concord",0.005,2008
"1080","Danvers",0.006,2008
"1081","Dedham",0.005,2008
"1082","Deerfield",0,2008
"1083","Dover",0.004,2008
"1084","Duxbury",0.006,2008
"1085","Eastham",0,2008
"1086","Easton",0.005,2008
"1087","Egremont",0,2008
"1088","Essex",0.007,2008
"1089","Falmouth",0,2008
"1090","Foxborough",0.005,2008
"1091","Framingham",0.004,2008
"1092","Franklin",0.005,2008
"1093","Gill",0,2008
"1094","Gloucester",0.007,2008
"1095","Grafton",0.004,2008
"1096","Great Barrington",0,2008
"1097","Greenfield",0,2008
"1098","Hadley",0,2008
"1099","Hamilton",0.006,2008
"1100","Hanover",0.005,2008
"1101","Halifax",0.006,2008
"1102","Hatfield",0,2008
"1103","Holbrook",0.005,2008
"1104","Holyoke",0,2008
"1105","Hopedale",0.004,2008
"1106","Hudson",0.004,2008
"1107","Hull",0.005,2008
"1108","Kingston",0.006,2008
"1109","Lanesborough",0,2008
"1110","Lawrence",0.006,2008
"1111","Lee",0,2008
"1112","Lenox",0,2008
"1113","Leverett",0,2008
"1114","Lexington",0.005,2008
"1115","Lincoln",0.005,2008
"1116","Lowell",0.005,2008
"1117","Malden",0.005,2008
"1118","Mansfield",0.005,2008
"1119","Marblehead",0.006,2008
"1120","Marion",0.009,2008
"1121","Marlborough",0.004,2008
"1122","Marshfield",0.006,2008
"1123","Mashpee",0,2008
"1124","Maynard",0.004,2008
"1125","Medfield",0.004,2008
"1126","Medford",0.005,2008
"1127","Medway",0.004,2008
"1128","Melrose",0.005,2008
"1129","Mendon",0.005,2008
"1130","Methuen",0.006,2008
"1131","Middleton",0.006,2008
"1132","Millis",0.004,2008
"1133","Milford",0.004,2008
"1134","Milton",0.005,2008
"1135","Montague",0,2008
"1136","Natick",0.004,2008
"1137","Needham",0,2008
"1138","Newton",0.005,2008
"1139","Norfolk",0.005,2008
"1140","North Adams",0,2008
"1141","North Andover",0.006,2008
"1142","North Attleboro",0.005,2008
"1143","North Reading",0.005,2008
"1144","Northampton",0,2008
"1145","Northborough",0.004,2008
"1146","Norwell",0.005,2008
"1147","Norwood",0.005,2008
"1148","Orleans",0,2008
"1149","Peabody",0.006,2008
"1150","Pittsfield",0,2008
"1151","Plainville",0.005,2008
"1152","Provincetown",0,2008
"1153","Reading",0.005,2008
"1154","Randolph",0.005,2008
"1155","Rockport",0.008,2008
"1156","Salem",0.006,2008
"1157","Saugus",0.005,2008
"1158","Scituate",0.005,2008
"1159","Sharon",0.005,2008
"1160","Shelburne",0,2008
"1161","Sherborn",0.004,2008
"1162","Somerville",0.005,2008
"1163","South Hadley",0,2008
"1164","Southampton",0,2008
"1165","Southborough",0.004,2008
"1166","Southwick",0,2008
"1167","Stockbridge",0,2008
"1168","Stoneham",0.005,2008
"1169","Stoughton",0.005,2008
"1170","Sunderland",0,2008
"1171","Swampscott",0.005,2008
"1172","Tewksbury",0.005,2008
"1173","Topsfield",0.006,2008
"1174","Townsend",0.005,2008
"1175","Tyngsborough",0.005,2008
"1176","Wakefield",0.005,2008
"1177","Walpole",0.005,2008
"1178","Waltham",0.005,2008
"1179","Wareham",0.008,2008
"1180","Watertown",0.005,2008
"1181","Wayland",0.005,2008
"1182","Wellesley",0.004,2008
"1183","Westfield",0,2008
"1184","Westford",0.005,2008
"1185","Weston",0.005,2008
"1186","Westwood",0.004,2008
"1187","Whately",0,2008
"1188","Whitman",0.005,2008
"1189","Williamstown",0,2008
"1190","Wilmington",0.005,2008
"1191","Winchester",0.005,2008
"1192","Worcester",0.004,2008
"1193","Yarmouth",0,2008
"1194","Abington",0.005,2008
"1195","Acushnet",0.008,2008
"1196","Agawam",0,2008
"1197","Alford",0,2008
"1198","Amesbury",0.009,2008
"1199","Aquinnah",0,2008
"1200","Ashburnham",0.005,2008
"1201","Ashby",0.005,2008
"1202","Ashfield",0,2008
"1203","Athol",0,2008
"1204","Auburn",0.004,2008
"1205","Avon",0.005,2008
"1206","Ayer",0.005,2008
"1207","Barnstable",0,2008
"1208","Barre",0.005,2008
"1209","Becket",0,2008
"1210","Bedford",0.005,2008
"1211","Bellingham",0.005,2008
"1212","Berkley",0.006,2008
"1213","Berlin",0.004,2008
"1214","Bernardston",0,2008
"1215","Beverly",0.006,2008
"1216","Billerica",0.005,2008
"1217","Blandford",0,2008
"1218","Bolton",0.004,2008
"1219","Bourne",0.01,2008
"1220","Boxborough",0.005,2008
"1221","Boxford",0.006,2008
"1222","Boylston",0.004,2008
"1223","Brookfield",0.005,2008
"1224","Burlington",0.005,2008
"1225","Carlisle",0.005,2008
"1226","Charlton",0.005,2008
"1227","Chatham",0,2008
"1228","Cheshire",0,2008
"1229","Chester",0,2008
"1230","Chesterfield",0,2008
"1231","Chicopee",0,2008
"1232","Chilmark",0,2008
"1233","Clarksburg",0,2008
"1234","Clinton",0.004,2008
"1235","Colrain",0,2008
"1236","Conway",0,2008
"1237","Cummington",0,2008
"1238","Dalton",0,2008
"1239","Dartmouth",0.01,2008
"1240","Dennis",0,2008
"1241","Dighton",0.006,2008
"1242","Douglas",0.005,2008
"1243","Dracut",0.005,2008
"1244","Dudley",0.005,2008
"1245","Dunstable",0.005,2008
"1246","East Bridgewater",0.005,2008
"1247","East Brookfield",0.005,2008
"1248","East Longmeadow",0,2008
"1249","Easthampton",0,2008
"1250","Edgartown",0,2008
"1251","Erving",0,2008
"1252","Everett",0.005,2008
"1253","Fairhaven",0.01,2008
"1254","Fall River",0.008,2008
"1255","Fitchburg",0.005,2008
"1256","Florida",0,2008
"1257","Freetown",0.007,2008
"1258","Gardner",0.005,2008
"1259","Georgetown",0.006,2008
"1260","Goshen",0,2008
"1261","Gosnold",0,2008
"1262","Granby",0,2008
"1263","Granville",0,2008
"1264","Groton",0.005,2008
"1265","Groveland",0.007,2008
"1266","Hampden",0,2008
"1267","Hancock",0,2008
"1268","Hanson",0.005,2008
"1269","Hardwick",0.006,2008
"1270","Harvard",0.005,2008
"1271","Harwich",0,2008
"1272","Haverhill",0.007,2008
"1273","Hawley",0,2008
"1274","Heath",0,2008
"1275","Hingham",0.005,2008
"1276","Hinsdale",0,2008
"1277","Holden",0.005,2008
"1278","Holland",0.006,2008
"1279","Holliston",0.004,2008
"1280","Hopkinton",0.004,2008
"1281","Hubbardston",0.005,2008
"1282","Huntington",0,2008
"1283","Ipswich",0.007,2008
"1284","Lakeville",0.006,2008
"1285","Lancaster",0.004,2008
"1286","Leicester",0.005,2008
"1287","Leominster",0.005,2008
"1288","Leyden",0,2008
"1289","Littleton",0.005,2008
"1290","Longmeadow",0,2008
"1291","Ludlow",0,2008
"1292","Lunenburg",0.005,2008
"1293","Lynn",0.005,2008
"1294","Lynnfield",0.005,2008
"1295","Manchester-by-the-Sea",0.006,2008
"1296","Mattapoisett",0.01,2008
"1297","Merrimac",0.008,2008
"1298","Middleborough",0.006,2008
"1299","Middlefield",0,2008
"1300","Millbury",0.004,2008
"1301","Millville",0.005,2008
"1302","Monroe",0,2008
"1303","Monson",0,2008
"1304","Monterey",0,2008
"1305","Montgomery",0,2008
"1306","Mount Washington",0,2008
"1307","Nahant",0.005,2008
"1308","Nantucket",0,2008
"1309","New Ashford",0,2008
"1310","New Bedford",0.01,2008
"1311","New Braintree",0.005,2008
"1312","New Marlborough",0,2008
"1313","New Salem",0,2008
"1314","Newbury",0.007,2008
"1315","Newburyport",0.008,2008
"1316","North Brookfield",0.005,2008
"1317","Northbridge",0.004,2008
"1318","Northfield",0,2008
"1319","Norton",0.005,2008
"1320","Oak Bluffs",0,2008
"1321","Oakham",0.005,2008
"1322","Orange",0,2008
"1323","Otis",0,2008
"1324","Oxford",0.005,2008
"1325","Palmer",0,2008
"1326","Paxton",0.005,2008
"1327","Pelham",0,2008
"1328","Pembroke",0.005,2008
"1329","Pepperell",0.005,2008
"1330","Peru",0,2008
"1331","Petersham",0,2008
"1332","Phillipston",0.006,2008
"1333","Plainfield",0,2008
"1334","Plymouth",0.006,2008
"1335","Plympton",0.006,2008
"1336","Princeton",0.005,2008
"1337","Quincy",0.005,2008
"1338","Raynham",0.005,2008
"1339","Rehoboth",0.006,2008
"1340","Revere",0.005,2008
"1341","Richmond",0,2008
"1342","Rochester",0.008,2008
"1343","Rockland",0.005,2008
"1344","Rowe",0,2008
"1345","Rowley",0.007,2008
"1346","Royalston",0,2008
"1347","Russell",0,2008
"1348","Rutland",0.005,2008
"1349","Salisbury",0.009,2008
"1350","Sandisfield",0,2008
"1351","Sandwich",0,2008
"1352","Savoy",0,2008
"1353","Seekonk",0.006,2008
"1354","Sheffield",0,2008
"1355","Shirley",0.005,2008
"1356","Shrewsbury",0.004,2008
"1357","Shutesbury",0,2008
"1358","Somerset",0.007,2008
"1359","Southbridge",0.006,2008
"1360","Spencer",0.005,2008
"1361","Springfield",0,2008
"1362","Sterling",0.004,2008
"1363","Stow",0.004,2008
"1364","Sturbridge",0.006,2008
"1365","Sudbury",0.004,2008
"1366","Sutton",0.005,2008
"1367","Swansea",0.007,2008
"1368","Taunton",0.006,2008
"1369","Templeton",0.005,2008
"1370","Tisbury",0,2008
"1371","Tolland",0,2008
"1372","Truro",0,2008
"1373","Tyringham",0,2008
"1374","Upton",0.004,2008
"1375","Uxbridge",0.005,2008
"1376","Wales",0,2008
"1377","Ware",0,2008
"1378","Warren",0.006,2008
"1379","Warwick",0,2008
"1380","Washington",0,2008
"1381","Webster",0.005,2008
"1382","Wellfleet",0,2008
"1383","Wendell",0,2008
"1384","Wenham",0.006,2008
"1385","West Boylston",0.004,2008
"1386","West Bridgewater",0.005,2008
"1387","West Brookfield",0.005,2008
"1388","West Newbury",0.007,2008
"1389","West Springfield",0,2008
"1390","West Stockbridge",0,2008
"1391","West Tisbury",0,2008
"1392","Westborough",0.004,2008
"1393","Westhampton",0,2008
"1394","Westminster",0.005,2008
"1395","Westport",0.01,2008
"1396","Weymouth",0.005,2008
"1397","Wilbraham",0,2008
"1398","Williamsburg",0,2008
"1399","Winchendon",0.006,2008
"1400","Windsor",0,2008
"1401","Winthrop",0.005,2008
"1402","Woburn",0.005,2008
"1403","Worthington",0,2008
"1404","Wrentham",0.005,2008
"1405","Acton",0.005,2009
"1406","Adams",0,2009
"1407","Amherst",0,2009
"1408","Andover",0.006,2009
"1409","Arlington",0.005,2009
"1410","Ashland",0.004,2009
"1411","Attleboro",0.005,2009
"1412","Belchertown",0,2009
"1413","Belmont",0.005,2009
"1414","Blackstone",0.005,2009
"1415","Boston",0.005,2009
"1416","Braintree",0.005,2009
"1417","Brewster",0,2009
"1418","Bridgewater",0.005,2009
"1419","Brimfield",0,2009
"1420","Brockton",0.005,2009
"1421","Brookline",0.005,2009
"1422","Buckland",0,2009
"1423","Cambridge",0.005,2009
"1424","Canton",0.005,2009
"1425","Carver",0.007,2009
"1426","Charlemont",0,2009
"1427","Chelmsford",0.005,2009
"1428","Chelsea",0.005,2009
"1429","Cohasset",0.005,2009
"1430","Concord",0.005,2009
"1431","Danvers",0.006,2009
"1432","Dedham",0.005,2009
"1433","Deerfield",0,2009
"1434","Dover",0.004,2009
"1435","Duxbury",0.006,2009
"1436","Eastham",0,2009
"1437","Easton",0.005,2009
"1438","Egremont",0,2009
"1439","Essex",0.007,2009
"1440","Falmouth",0,2009
"1441","Foxborough",0.005,2009
"1442","Framingham",0.004,2009
"1443","Franklin",0.005,2009
"1444","Gill",0,2009
"1445","Gloucester",0.007,2009
"1446","Grafton",0.004,2009
"1447","Great Barrington",0,2009
"1448","Greenfield",0,2009
"1449","Hadley",0,2009
"1450","Hamilton",0.006,2009
"1451","Hanover",0.005,2009
"1452","Halifax",0.006,2009
"1453","Hatfield",0,2009
"1454","Holbrook",0.005,2009
"1455","Holyoke",0,2009
"1456","Hopedale",0.004,2009
"1457","Hudson",0.004,2009
"1458","Hull",0.005,2009
"1459","Kingston",0.006,2009
"1460","Lanesborough",0,2009
"1461","Lawrence",0.006,2009
"1462","Lee",0,2009
"1463","Lenox",0,2009
"1464","Leverett",0,2009
"1465","Lexington",0.005,2009
"1466","Lincoln",0.005,2009
"1467","Lowell",0.005,2009
"1468","Malden",0.005,2009
"1469","Mansfield",0.005,2009
"1470","Marblehead",0.006,2009
"1471","Marion",0.009,2009
"1472","Marlborough",0.004,2009
"1473","Marshfield",0.006,2009
"1474","Mashpee",0,2009
"1475","Maynard",0.004,2009
"1476","Medfield",0.004,2009
"1477","Medford",0.005,2009
"1478","Medway",0.004,2009
"1479","Melrose",0.005,2009
"1480","Mendon",0.005,2009
"1481","Methuen",0.006,2009
"1482","Middleton",0.006,2009
"1483","Millis",0.004,2009
"1484","Milford",0.004,2009
"1485","Milton",0.005,2009
"1486","Montague",0,2009
"1487","Natick",0.004,2009
"1488","Needham",0,2009
"1489","Newton",0.005,2009
"1490","Norfolk",0.005,2009
"1491","North Adams",0,2009
"1492","North Andover",0.006,2009
"1493","North Attleboro",0.005,2009
"1494","North Reading",0.005,2009
"1495","Northampton",0,2009
"1496","Northborough",0.004,2009
"1497","Norwell",0.005,2009
"1498","Norwood",0.005,2009
"1499","Orleans",0,2009
"1500","Peabody",0.006,2009
"1501","Pittsfield",0,2009
"1502","Plainville",0.005,2009
"1503","Provincetown",0,2009
"1504","Reading",0.005,2009
"1505","Randolph",0.005,2009
"1506","Rockport",0.008,2009
"1507","Salem",0.006,2009
"1508","Saugus",0.005,2009
"1509","Scituate",0.005,2009
"1510","Sharon",0.005,2009
"1511","Shelburne",0,2009
"1512","Sherborn",0.004,2009
"1513","Somerville",0.005,2009
"1514","South Hadley",0,2009
"1515","Southampton",0,2009
"1516","Southborough",0.004,2009
"1517","Southwick",0,2009
"1518","Stockbridge",0,2009
"1519","Stoneham",0.005,2009
"1520","Stoughton",0.005,2009
"1521","Sunderland",0,2009
"1522","Swampscott",0.005,2009
"1523","Tewksbury",0.005,2009
"1524","Topsfield",0.006,2009
"1525","Townsend",0.005,2009
"1526","Tyngsborough",0.005,2009
"1527","Wakefield",0.005,2009
"1528","Walpole",0.005,2009
"1529","Waltham",0.005,2009
"1530","Wareham",0.008,2009
"1531","Watertown",0.005,2009
"1532","Wayland",0.005,2009
"1533","Wellesley",0.004,2009
"1534","Westfield",0,2009
"1535","Westford",0.005,2009
"1536","Weston",0.005,2009
"1537","Westwood",0.004,2009
"1538","Whately",0,2009
"1539","Whitman",0.005,2009
"1540","Williamstown",0,2009
"1541","Wilmington",0.005,2009
"1542","Winchester",0.005,2009
"1543","Worcester",0.004,2009
"1544","Yarmouth",0,2009
"1545","Abington",0.005,2009
"1546","Acushnet",0.008,2009
"1547","Agawam",0,2009
"1548","Alford",0,2009
"1549","Amesbury",0.009,2009
"1550","Aquinnah",0,2009
"1551","Ashburnham",0.005,2009
"1552","Ashby",0.005,2009
"1553","Ashfield",0,2009
"1554","Athol",0,2009
"1555","Auburn",0.004,2009
"1556","Avon",0.005,2009
"1557","Ayer",0.005,2009
"1558","Barnstable",0,2009
"1559","Barre",0.005,2009
"1560","Becket",0,2009
"1561","Bedford",0.005,2009
"1562","Bellingham",0.005,2009
"1563","Berkley",0.006,2009
"1564","Berlin",0.004,2009
"1565","Bernardston",0,2009
"1566","Beverly",0.006,2009
"1567","Billerica",0.005,2009
"1568","Blandford",0,2009
"1569","Bolton",0.004,2009
"1570","Bourne",0.01,2009
"1571","Boxborough",0.005,2009
"1572","Boxford",0.006,2009
"1573","Boylston",0.004,2009
"1574","Brookfield",0.005,2009
"1575","Burlington",0.005,2009
"1576","Carlisle",0.005,2009
"1577","Charlton",0.005,2009
"1578","Chatham",0,2009
"1579","Cheshire",0,2009
"1580","Chester",0,2009
"1581","Chesterfield",0,2009
"1582","Chicopee",0,2009
"1583","Chilmark",0,2009
"1584","Clarksburg",0,2009
"1585","Clinton",0.004,2009
"1586","Colrain",0,2009
"1587","Conway",0,2009
"1588","Cummington",0,2009
"1589","Dalton",0,2009
"1590","Dartmouth",0.01,2009
"1591","Dennis",0,2009
"1592","Dighton",0.006,2009
"1593","Douglas",0.005,2009
"1594","Dracut",0.005,2009
"1595","Dudley",0.005,2009
"1596","Dunstable",0.005,2009
"1597","East Bridgewater",0.005,2009
"1598","East Brookfield",0.005,2009
"1599","East Longmeadow",0,2009
"1600","Easthampton",0,2009
"1601","Edgartown",0,2009
"1602","Erving",0,2009
"1603","Everett",0.005,2009
"1604","Fairhaven",0.01,2009
"1605","Fall River",0.008,2009
"1606","Fitchburg",0.005,2009
"1607","Florida",0,2009
"1608","Freetown",0.007,2009
"1609","Gardner",0.005,2009
"1610","Georgetown",0.006,2009
"1611","Goshen",0,2009
"1612","Gosnold",0,2009
"1613","Granby",0,2009
"1614","Granville",0,2009
"1615","Groton",0.005,2009
"1616","Groveland",0.007,2009
"1617","Hampden",0,2009
"1618","Hancock",0,2009
"1619","Hanson",0.005,2009
"1620","Hardwick",0.006,2009
"1621","Harvard",0.005,2009
"1622","Harwich",0,2009
"1623","Haverhill",0.007,2009
"1624","Hawley",0,2009
"1625","Heath",0,2009
"1626","Hingham",0.005,2009
"1627","Hinsdale",0,2009
"1628","Holden",0.005,2009
"1629","Holland",0.006,2009
"1630","Holliston",0.004,2009
"1631","Hopkinton",0.004,2009
"1632","Hubbardston",0.005,2009
"1633","Huntington",0,2009
"1634","Ipswich",0.007,2009
"1635","Lakeville",0.006,2009
"1636","Lancaster",0.004,2009
"1637","Leicester",0.005,2009
"1638","Leominster",0.005,2009
"1639","Leyden",0,2009
"1640","Littleton",0.005,2009
"1641","Longmeadow",0,2009
"1642","Ludlow",0,2009
"1643","Lunenburg",0.005,2009
"1644","Lynn",0.005,2009
"1645","Lynnfield",0.005,2009
"1646","Manchester-by-the-Sea",0.006,2009
"1647","Mattapoisett",0.01,2009
"1648","Merrimac",0.008,2009
"1649","Middleborough",0.006,2009
"1650","Middlefield",0,2009
"1651","Millbury",0.004,2009
"1652","Millville",0.005,2009
"1653","Monroe",0,2009
"1654","Monson",0,2009
"1655","Monterey",0,2009
"1656","Montgomery",0,2009
"1657","Mount Washington",0,2009
"1658","Nahant",0.005,2009
"1659","Nantucket",0,2009
"1660","New Ashford",0,2009
"1661","New Bedford",0.01,2009
"1662","New Braintree",0.005,2009
"1663","New Marlborough",0,2009
"1664","New Salem",0,2009
"1665","Newbury",0.007,2009
"1666","Newburyport",0.008,2009
"1667","North Brookfield",0.005,2009
"1668","Northbridge",0.004,2009
"1669","Northfield",0,2009
"1670","Norton",0.005,2009
"1671","Oak Bluffs",0,2009
"1672","Oakham",0.005,2009
"1673","Orange",0,2009
"1674","Otis",0,2009
"1675","Oxford",0.005,2009
"1676","Palmer",0,2009
"1677","Paxton",0.005,2009
"1678","Pelham",0,2009
"1679","Pembroke",0.005,2009
"1680","Pepperell",0.005,2009
"1681","Peru",0,2009
"1682","Petersham",0,2009
"1683","Phillipston",0.006,2009
"1684","Plainfield",0,2009
"1685","Plymouth",0.006,2009
"1686","Plympton",0.006,2009
"1687","Princeton",0.005,2009
"1688","Quincy",0.005,2009
"1689","Raynham",0.005,2009
"1690","Rehoboth",0.006,2009
"1691","Revere",0.005,2009
"1692","Richmond",0,2009
"1693","Rochester",0.008,2009
"1694","Rockland",0.005,2009
"1695","Rowe",0,2009
"1696","Rowley",0.007,2009
"1697","Royalston",0,2009
"1698","Russell",0,2009
"1699","Rutland",0.005,2009
"1700","Salisbury",0.009,2009
"1701","Sandisfield",0,2009
"1702","Sandwich",0,2009
"1703","Savoy",0,2009
"1704","Seekonk",0.006,2009
"1705","Sheffield",0,2009
"1706","Shirley",0.005,2009
"1707","Shrewsbury",0.004,2009
"1708","Shutesbury",0,2009
"1709","Somerset",0.007,2009
"1710","Southbridge",0.006,2009
"1711","Spencer",0.005,2009
"1712","Springfield",0,2009
"1713","Sterling",0.004,2009
"1714","Stow",0.004,2009
"1715","Sturbridge",0.006,2009
"1716","Sudbury",0.004,2009
"1717","Sutton",0.005,2009
"1718","Swansea",0.007,2009
"1719","Taunton",0.006,2009
"1720","Templeton",0.005,2009
"1721","Tisbury",0,2009
"1722","Tolland",0,2009
"1723","Truro",0,2009
"1724","Tyringham",0,2009
"1725","Upton",0.004,2009
"1726","Uxbridge",0.005,2009
"1727","Wales",0,2009
"1728","Ware",0,2009
"1729","Warren",0.006,2009
"1730","Warwick",0,2009
"1731","Washington",0,2009
"1732","Webster",0.005,2009
"1733","Wellfleet",0,2009
"1734","Wendell",0,2009
"1735","Wenham",0.006,2009
"1736","West Boylston",0.004,2009
"1737","West Bridgewater",0.005,2009
"1738","West Brookfield",0.005,2009
"1739","West Newbury",0.007,2009
"1740","West Springfield",0,2009
"1741","West Stockbridge",0,2009
"1742","West Tisbury",0,2009
"1743","Westborough",0.004,2009
"1744","Westhampton",0,2009
"1745","Westminster",0.005,2009
"1746","Westport",0.01,2009
"1747","Weymouth",0.005,2009
"1748","Wilbraham",0,2009
"1749","Williamsburg",0,2009
"1750","Winchendon",0.006,2009
"1751","Windsor",0,2009
"1752","Winthrop",0.005,2009
"1753","Woburn",0.005,2009
"1754","Worthington",0,2009
"1755","Wrentham",0.005,2009
"1756","Acton",0.005,2010
"1757","Adams",0,2010
"1758","Amherst",0,2010
"1759","Andover",0.006,2010
"1760","Arlington",0.005,2010
"1761","Ashland",0.004,2010
"1762","Attleboro",0.005,2010
"1763","Belchertown",0,2010
"1764","Belmont",0.005,2010
"1765","Blackstone",0.005,2010
"1766","Boston",0.005,2010
"1767","Braintree",0.005,2010
"1768","Brewster",0,2010
"1769","Bridgewater",0.005,2010
"1770","Brimfield",0,2010
"1771","Brockton",0.005,2010
"1772","Brookline",0.005,2010
"1773","Buckland",0,2010
"1774","Cambridge",0.005,2010
"1775","Canton",0.005,2010
"1776","Carver",0.007,2010
"1777","Charlemont",0,2010
"1778","Chelmsford",0.005,2010
"1779","Chelsea",0.005,2010
"1780","Cohasset",0.005,2010
"1781","Concord",0.005,2010
"1782","Danvers",0.006,2010
"1783","Dedham",0.005,2010
"1784","Deerfield",0,2010
"1785","Dover",0.004,2010
"1786","Duxbury",0.006,2010
"1787","Eastham",0,2010
"1788","Easton",0.005,2010
"1789","Egremont",0,2010
"1790","Essex",0.007,2010
"1791","Falmouth",0,2010
"1792","Foxborough",0.005,2010
"1793","Framingham",0.004,2010
"1794","Franklin",0.005,2010
"1795","Gill",0,2010
"1796","Gloucester",0.007,2010
"1797","Grafton",0.004,2010
"1798","Great Barrington",0,2010
"1799","Greenfield",0,2010
"1800","Hadley",0,2010
"1801","Hamilton",0.006,2010
"1802","Hanover",0.005,2010
"1803","Halifax",0.006,2010
"1804","Hatfield",0,2010
"1805","Holbrook",0.005,2010
"1806","Holyoke",0,2010
"1807","Hopedale",0.004,2010
"1808","Hudson",0.004,2010
"1809","Hull",0.005,2010
"1810","Kingston",0.006,2010
"1811","Lanesborough",0,2010
"1812","Lawrence",0.006,2010
"1813","Lee",0,2010
"1814","Lenox",0,2010
"1815","Leverett",0,2010
"1816","Lexington",0.005,2010
"1817","Lincoln",0.005,2010
"1818","Lowell",0.005,2010
"1819","Malden",0.005,2010
"1820","Mansfield",0.005,2010
"1821","Marblehead",0.006,2010
"1822","Marion",0.009,2010
"1823","Marlborough",0.004,2010
"1824","Marshfield",0.006,2010
"1825","Mashpee",0,2010
"1826","Maynard",0.004,2010
"1827","Medfield",0.004,2010
"1828","Medford",0.005,2010
"1829","Medway",0.004,2010
"1830","Melrose",0.005,2010
"1831","Mendon",0.005,2010
"1832","Methuen",0.006,2010
"1833","Middleton",0.006,2010
"1834","Millis",0.004,2010
"1835","Milford",0.004,2010
"1836","Milton",0.005,2010
"1837","Montague",0,2010
"1838","Natick",0.004,2010
