"","CityTown","Nearby T21 Ratio","year"
"2730","Paxton",0.005,2012
"2731","Pelham",0,2012
"2732","Pembroke",0.005,2012
"2733","Pepperell",0.005,2012
"2734","Peru",0,2012
"2735","Petersham",0,2012
"2736","Phillipston",0.006,2012
"2737","Plainfield",0,2012
"2738","Plymouth",0.006,2012
"2739","Plympton",0.006,2012
"2740","Princeton",0.005,2012
"2741","Quincy",0.005,2012
"2742","Raynham",0.005,2012
"2743","Rehoboth",0.006,2012
"2744","Revere",0.005,2012
"2745","Richmond",0,2012
"2746","Rochester",0.008,2012
"2747","Rockland",0.005,2012
"2748","Rowe",0,2012
"2749","Rowley",0.007,2012
"2750","Royalston",0,2012
"2751","Russell",0,2012
"2752","Rutland",0.005,2012
"2753","Salisbury",0.009,2012
"2754","Sandisfield",0,2012
"2755","Sandwich",0,2012
"2756","Savoy",0,2012
"2757","Seekonk",0.006,2012
"2758","Sheffield",0,2012
"2759","Shirley",0.005,2012
"2760","Shrewsbury",0.004,2012
"2761","Shutesbury",0,2012
"2762","Somerset",0.007,2012
"2763","Southbridge",0.006,2012
"2764","Spencer",0.005,2012
"2765","Springfield",0,2012
"2766","Sterling",0.004,2012
"2767","Stow",0.004,2012
"2768","Sturbridge",0.006,2012
"2769","Sudbury",0.004,2012
"2770","Sutton",0.005,2012
"2771","Swansea",0.007,2012
"2772","Taunton",0.006,2012
"2773","Templeton",0.005,2012
"2774","Tisbury",0,2012
"2775","Tolland",0,2012
"2776","Truro",0,2012
"2777","Tyringham",0,2012
"2778","Upton",0.004,2012
"2779","Uxbridge",0.005,2012
"2780","Wales",0,2012
"2781","Ware",0,2012
"2782","Warren",0.006,2012
"2783","Warwick",0,2012
"2784","Washington",0,2012
"2785","Webster",0.005,2012
"2786","Wellfleet",0,2012
"2787","Wendell",0,2012
"2788","Wenham",0.006,2012
"2789","West Boylston",0.004,2012
"2790","West Bridgewater",0.005,2012
"2791","West Brookfield",0.005,2012
"2792","West Newbury",0.007,2012
"2793","West Springfield",0,2012
"2794","West Stockbridge",0,2012
"2795","West Tisbury",0,2012
"2796","Westborough",0.004,2012
"2797","Westhampton",0,2012
"2798","Westminster",0.005,2012
"2799","Westport",0.01,2012
"2800","Weymouth",0.005,2012
"2801","Wilbraham",0,2012
"2802","Williamsburg",0,2012
"2803","Winchendon",0.006,2012
"2804","Windsor",0,2012
"2805","Winthrop",0.005,2012
"2806","Woburn",0.005,2012
"2807","Worthington",0,2012
"2808","Wrentham",0.005,2012
"2809","Acton",0.009,2013
"2810","Adams",0,2013
"2811","Amherst",0,2013
"2812","Andover",0.011,2013
"2813","Arlington",0.01,2013
"2814","Ashland",0.009,2013
"2815","Attleboro",0.01,2013
"2816","Belchertown",0,2013
"2817","Belmont",0.009,2013
"2818","Blackstone",0.009,2013
"2819","Boston",0.01,2013
"2820","Braintree",0.01,2013
"2821","Brewster",0,2013
"2822","Bridgewater",0.01,2013
"2823","Brimfield",0,2013
"2824","Brockton",0.01,2013
"2825","Brookline",0.009,2013
"2826","Buckland",0,2013
"2827","Cambridge",0.01,2013
"2828","Canton",0.009,2013
"2829","Carver",0.013,2013
"2830","Charlemont",0,2013
"2831","Chelmsford",0.01,2013
"2832","Chelsea",0.01,2013
"2833","Cohasset",0.01,2013
"2834","Concord",0.009,2013
"2835","Danvers",0.011,2013
"2836","Dedham",0.009,2013
"2837","Deerfield",0,2013
"2838","Dover",0.009,2013
"2839","Duxbury",0.012,2013
"2840","Eastham",0,2013
"2841","Easton",0.01,2013
"2842","Egremont",0,2013
"2843","Essex",0.013,2013
"2844","Falmouth",0.013,2013
"2845","Foxborough",0.009,2013
"2846","Framingham",0.009,2013
"2847","Franklin",0.009,2013
"2848","Gill",0,2013
"2849","Gloucester",0.015,2013
"2850","Grafton",0.009,2013
"2851","Great Barrington",0,2013
"2852","Greenfield",0,2013
"2853","Hadley",0,2013
"2854","Hamilton",0.013,2013
"2855","Hanover",0.01,2013
"2856","Halifax",0.011,2013
"2857","Hatfield",0,2013
"2858","Holbrook",0.01,2013
"2859","Holyoke",0,2013
"2860","Hopedale",0.009,2013
"2861","Hudson",0.009,2013
"2862","Hull",0.01,2013
"2863","Kingston",0.012,2013
"2864","Lanesborough",0,2013
"2865","Lawrence",0.012,2013
"2866","Lee",0,2013
"2867","Lenox",0,2013
"2868","Leverett",0,2013
"2869","Lexington",0.009,2013
"2870","Lincoln",0.009,2013
"2871","Lowell",0.01,2013
"2872","Malden",0.01,2013
"2873","Mansfield",0.01,2013
"2874","Marblehead",0.011,2013
"2875","Marion",0.019,2013
"2876","Marlborough",0.009,2013
"2877","Marshfield",0.011,2013
"2878","Mashpee",0.013,2013
"2879","Maynard",0.009,2013
"2880","Medfield",0.009,2013
"2881","Medford",0.01,2013
"2882","Medway",0.009,2013
"2883","Melrose",0.01,2013
"2884","Mendon",0.009,2013
"2885","Methuen",0.012,2013
"2886","Middleton",0.011,2013
"2887","Millis",0.009,2013
"2888","Milford",0.009,2013
"2889","Milton",0.01,2013
"2890","Montague",0,2013
"2891","Natick",0.009,2013
"2892","Needham",0.004,2013
"2893","Newton",0.009,2013
"2894","Norfolk",0.009,2013
"2895","North Adams",0,2013
"2896","North Andover",0.012,2013
"2897","North Attleboro",0.01,2013
"2898","North Reading",0.011,2013
"2899","Northampton",0,2013
"2900","Northborough",0.009,2013
"2901","Norwell",0.01,2013
"2902","Norwood",0.009,2013
"2903","Orleans",0,2013
"2904","Peabody",0.011,2013
"2905","Pittsfield",0,2013
"2906","Plainville",0.01,2013
"2907","Provincetown",0,2013
"2908","Reading",0.01,2013
"2909","Randolph",0.01,2013
"2910","Rockport",0.016,2013
"2911","Salem",0.011,2013
"2912","Saugus",0.01,2013
"2913","Scituate",0.011,2013
"2914","Sharon",0.005,2013
"2915","Shelburne",0,2013
"2916","Sherborn",0.009,2013
"2917","Somerville",0.01,2013
"2918","South Hadley",0,2013
"2919","Southampton",0,2013
"2920","Southborough",0.009,2013
"2921","Southwick",0,2013
"2922","Stockbridge",0,2013
"2923","Stoneham",0.01,2013
"2924","Stoughton",0.009,2013
"2925","Sunderland",0,2013
"2926","Swampscott",0.011,2013
"2927","Tewksbury",0.01,2013
"2928","Topsfield",0.012,2013
"2929","Townsend",0.01,2013
"2930","Tyngsborough",0.01,2013
"2931","Wakefield",0.01,2013
"2932","Walpole",0.009,2013
"2933","Waltham",0.009,2013
"2934","Wareham",0.017,2013
"2935","Watertown",0.009,2013
"2936","Wayland",0.009,2013
"2937","Wellesley",0.009,2013
"2938","Westfield",0,2013
"2939","Westford",0.01,2013
"2940","Weston",0.009,2013
"2941","Westwood",0.009,2013
"2942","Whately",0,2013
"2943","Whitman",0.01,2013
"2944","Williamstown",0,2013
"2945","Wilmington",0.01,2013
"2946","Winchester",0.01,2013
"2947","Worcester",0.009,2013
"2948","Yarmouth",0,2013
"2949","Abington",0.01,2013
"2950","Acushnet",0.016,2013
"2951","Agawam",0,2013
"2952","Alford",0,2013
"2953","Amesbury",0.009,2013
"2954","Aquinnah",0,2013
"2955","Ashburnham",0.005,2013
"2956","Ashby",0.005,2013
"2957","Ashfield",0,2013
"2958","Athol",0,2013
"2959","Auburn",0.009,2013
"2960","Avon",0.01,2013
"2961","Ayer",0.009,2013
"2962","Barnstable",0,2013
"2963","Barre",0.005,2013
"2964","Becket",0,2013
"2965","Bedford",0.009,2013
"2966","Bellingham",0.009,2013
"2967","Berkley",0.012,2013
"2968","Berlin",0.009,2013
"2969","Bernardston",0,2013
"2970","Beverly",0.012,2013
"2971","Billerica",0.01,2013
"2972","Blandford",0,2013
"2973","Bolton",0.009,2013
"2974","Bourne",0.021,2013
"2975","Boxborough",0.009,2013
"2976","Boxford",0.012,2013
"2977","Boylston",0.009,2013
"2978","Brookfield",0.011,2013
"2979","Burlington",0.01,2013
"2980","Carlisle",0.009,2013
"2981","Charlton",0.01,2013
"2982","Chatham",0,2013
"2983","Cheshire",0,2013
"2984","Chester",0,2013
"2985","Chesterfield",0,2013
"2986","Chicopee",0,2013
"2987","Chilmark",0,2013
"2988","Clarksburg",0,2013
"2989","Clinton",0.009,2013
"2990","Colrain",0,2013
"2991","Conway",0,2013
"2992","Cummington",0,2013
"2993","Dalton",0,2013
"2994","Dartmouth",0.021,2013
"2995","Dennis",0,2013
"2996","Dighton",0.012,2013
"2997","Douglas",0.009,2013
"2998","Dracut",0.011,2013
"2999","Dudley",0.011,2013
"3000","Dunstable",0.01,2013
"3001","East Bridgewater",0.01,2013
"3002","East Brookfield",0.01,2013
"3003","East Longmeadow",0,2013
"3004","Easthampton",0,2013
"3005","Edgartown",0,2013
"3006","Erving",0,2013
"3007","Everett",0.01,2013
"3008","Fairhaven",0.019,2013
"3009","Fall River",0.015,2013
"3010","Fitchburg",0.009,2013
"3011","Florida",0,2013
"3012","Freetown",0.014,2013
"3013","Gardner",0.005,2013
"3014","Georgetown",0.013,2013
"3015","Goshen",0,2013
"3016","Gosnold",0.014,2013
"3017","Granby",0,2013
"3018","Granville",0,2013
"3019","Groton",0.01,2013
"3020","Groveland",0.014,2013
"3021","Hampden",0,2013
"3022","Hancock",0,2013
"3023","Hanson",0.01,2013
"3024","Hardwick",0.006,2013
"3025","Harvard",0.009,2013
"3026","Harwich",0,2013
"3027","Haverhill",0.014,2013
"3028","Hawley",0,2013
"3029","Heath",0,2013
"3030","Hingham",0.01,2013
"3031","Hinsdale",0,2013
"3032","Holden",0.009,2013
"3033","Holland",0.006,2013
"3034","Holliston",0.009,2013
"3035","Hopkinton",0.009,2013
"3036","Hubbardston",0.01,2013
"3037","Huntington",0,2013
"3038","Ipswich",0.013,2013
"3039","Lakeville",0.013,2013
"3040","Lancaster",0.009,2013
"3041","Leicester",0.009,2013
"3042","Leominster",0.009,2013
"3043","Leyden",0,2013
"3044","Littleton",0.009,2013
"3045","Longmeadow",0,2013
"3046","Ludlow",0,2013
"3047","Lunenburg",0.009,2013
"3048","Lynn",0.011,2013
"3049","Lynnfield",0.011,2013
"3050","Manchester-by-the-Sea",0.013,2013
"3051","Mattapoisett",0.019,2013
"3052","Merrimac",0.015,2013
"3053","Middleborough",0.012,2013
"3054","Middlefield",0,2013
"3055","Millbury",0.009,2013
"3056","Millville",0.009,2013
"3057","Monroe",0,2013
"3058","Monson",0,2013
"3059","Monterey",0,2013
"3060","Montgomery",0,2013
"3061","Mount Washington",0,2013
"3062","Nahant",0.01,2013
"3063","Nantucket",0,2013
"3064","New Ashford",0,2013
"3065","New Bedford",0.02,2013
"3066","New Braintree",0.005,2013
"3067","New Marlborough",0,2013
"3068","New Salem",0,2013
"3069","Newbury",0.015,2013
"3070","Newburyport",0.016,2013
"3071","North Brookfield",0.01,2013
"3072","Northbridge",0.009,2013
"3073","Northfield",0,2013
"3074","Norton",0.01,2013
"3075","Oak Bluffs",0,2013
"3076","Oakham",0.01,2013
"3077","Orange",0,2013
"3078","Otis",0,2013
"3079","Oxford",0.01,2013
"3080","Palmer",0,2013
"3081","Paxton",0.009,2013
"3082","Pelham",0,2013
"3083","Pembroke",0.011,2013
"3084","Pepperell",0.01,2013
"3085","Peru",0,2013
"3086","Petersham",0,2013
"3087","Phillipston",0.006,2013
"3088","Plainfield",0,2013
"3089","Plymouth",0.013,2013
"3090","Plympton",0.012,2013
"3091","Princeton",0.009,2013
"3092","Quincy",0.01,2013
"3093","Raynham",0.011,2013
"3094","Rehoboth",0.011,2013
"3095","Revere",0.01,2013
"3096","Richmond",0,2013
"3097","Rochester",0.015,2013
"3098","Rockland",0.01,2013
"3099","Rowe",0,2013
"3100","Rowley",0.014,2013
"3101","Royalston",0,2013
"3102","Russell",0,2013
"3103","Rutland",0.009,2013
"3104","Salisbury",0.009,2013
"3105","Sandisfield",0,2013
"3106","Sandwich",0.011,2013
"3107","Savoy",0,2013
"3108","Seekonk",0.012,2013
"3109","Sheffield",0,2013
"3110","Shirley",0.009,2013
"3111","Shrewsbury",0.009,2013
"3112","Shutesbury",0,2013
"3113","Somerset",0.014,2013
"3114","Southbridge",0.011,2013
"3115","Spencer",0.01,2013
"3116","Springfield",0,2013
"3117","Sterling",0.009,2013
"3118","Stow",0.009,2013
"3119","Sturbridge",0.011,2013
"3120","Sudbury",0.009,2013
"3121","Sutton",0.009,2013
"3122","Swansea",0.014,2013
"3123","Taunton",0.011,2013
"3124","Templeton",0.005,2013
"3125","Tisbury",0,2013
"3126","Tolland",0,2013
"3127","Truro",0,2013
"3128","Tyringham",0,2013
"3129","Upton",0.009,2013
"3130","Uxbridge",0.009,2013
"3131","Wales",0,2013
"3132","Ware",0,2013
"3133","Warren",0.006,2013
"3134","Warwick",0,2013
"3135","Washington",0,2013
"3136","Webster",0.01,2013
"3137","Wellfleet",0,2013
"3138","Wendell",0,2013
"3139","Wenham",0.012,2013
"3140","West Boylston",0.009,2013
"3141","West Bridgewater",0.01,2013
"3142","West Brookfield",0.011,2013
"3143","West Newbury",0.015,2013
"3144","West Springfield",0,2013
"3145","West Stockbridge",0,2013
"3146","West Tisbury",0,2013
"3147","Westborough",0.009,2013
"3148","Westhampton",0,2013
"3149","Westminster",0.01,2013
"3150","Westport",0.021,2013
"3151","Weymouth",0.01,2013
"3152","Wilbraham",0,2013
"3153","Williamsburg",0,2013
"3154","Winchendon",0.006,2013
"3155","Windsor",0,2013
"3156","Winthrop",0.01,2013
"3157","Woburn",0.01,2013
"3158","Worthington",0,2013
"3159","Wrentham",0.009,2013
"3160","Acton",0.105,2014
"3161","Adams",0,2014
"3162","Amherst",0.013,2014
"3163","Andover",0.122,2014
"3164","Arlington",0.106,2014
"3165","Ashland",0.101,2014
"3166","Attleboro",0.119,2014
"3167","Belchertown",0.012,2014
"3168","Belmont",0.103,2014
"3169","Blackstone",0.108,2014
"3170","Boston",0.107,2014
"3171","Braintree",0.101,2014
"3172","Brewster",0.04,2014
"3173","Bridgewater",0.12,2014
"3174","Brimfield",0.041,2014
"3175","Brockton",0.112,2014
"3176","Brookline",0.104,2014
"3177","Buckland",0.008,2014
"3178","Cambridge",0.107,2014
"3179","Canton",0.097,2014
"3180","Carver",0.14,2014
"3181","Charlemont",0.009,2014
"3182","Chelmsford",0.108,2014
"3183","Chelsea",0.111,2014
"3184","Cohasset",0.117,2014
"3185","Concord",0.1,2014
"3186","Danvers",0.126,2014
"3187","Dedham",0.095,2014
"3188","Deerfield",0.007,2014
"3189","Dover",0.096,2014
"3190","Duxbury",0.124,2014
"3191","Eastham",0.053,2014
"3192","Easton",0.108,2014
"3193","Egremont",0,2014
"3194","Essex",0.148,2014
"3195","Falmouth",0.064,2014
"3196","Foxborough",0.102,2014
"3197","Framingham",0.102,2014
"3198","Franklin",0.105,2014
"3199","Gill",0.007,2014
"3200","Gloucester",0.161,2014
"3201","Grafton",0.1,2014
"3202","Great Barrington",0,2014
"3203","Greenfield",0.007,2014
"3204","Hadley",0.007,2014
"3205","Hamilton",0.14,2014
"3206","Hanover",0.118,2014
"3207","Halifax",0.122,2014
"3208","Hatfield",0.007,2014
"3209","Holbrook",0.106,2014
"3210","Holyoke",0.007,2014
"3211","Hopedale",0.103,2014
"3212","Hudson",0.095,2014
"3213","Hull",0.111,2014
"3214","Kingston",0.125,2014
"3215","Lanesborough",0,2014
"3216","Lawrence",0.127,2014
"3217","Lee",0,2014
"3218","Lenox",0,2014
"3219","Leverett",0.013,2014
"3220","Lexington",0.104,2014
"3221","Lincoln",0.101,2014
"3222","Lowell",0.113,2014
"3223","Malden",0.11,2014
"3224","Mansfield",0.107,2014
"3225","Marblehead",0.125,2014
"3226","Marion",0.142,2014
"3227","Marlborough",0.098,2014
"3228","Marshfield",0.124,2014
"3229","Mashpee",0.077,2014
"3230","Maynard",0.102,2014
"3231","Medfield",0.102,2014
"3232","Medford",0.107,2014
"3233","Medway",0.099,2014
"3234","Melrose",0.107,2014
"3235","Mendon",0.104,2014
"3236","Methuen",0.129,2014
"3237","Middleton",0.124,2014
"3238","Millis",0.102,2014
"3239","Milford",0.102,2014
"3240","Milton",0.105,2014
"3241","Montague",0.007,2014
"3242","Natick",0.102,2014
"3243","Needham",0.093,2014
"3244","Newton",0.097,2014
"3245","Norfolk",0.105,2014
"3246","North Adams",0,2014
"3247","North Andover",0.127,2014
"3248","North Attleboro",0.114,2014
"3249","North Reading",0.118,2014
"3250","Northampton",0.007,2014
"3251","Northborough",0.098,2014
"3252","Norwell",0.117,2014
"3253","Norwood",0.095,2014
"3254","Orleans",0.048,2014
"3255","Peabody",0.122,2014
"3256","Pittsfield",0,2014
"3257","Plainville",0.111,2014
"3258","Provincetown",0.041,2014
"3259","Reading",0.108,2014
"3260","Randolph",0.105,2014
"3261","Rockport",0.153,2014
"3262","Salem",0.123,2014
"3263","Saugus",0.114,2014
"3264","Scituate",0.117,2014
"3265","Sharon",0.097,2014
"3266","Shelburne",0.008,2014
"3267","Sherborn",0.096,2014
"3268","Somerville",0.107,2014
"3269","South Hadley",0.007,2014
"3270","Southampton",0.007,2014
"3271","Southborough",0.1,2014
"3272","Southwick",0.008,2014
"3273","Stockbridge",0,2014
"3274","Stoneham",0.106,2014
"3275","Stoughton",0.104,2014
"3276","Sunderland",0.007,2014
"3277","Swampscott",0.118,2014
"3278","Tewksbury",0.113,2014
"3279","Topsfield",0.132,2014
"3280","Townsend",0.109,2014
"3281","Tyngsborough",0.115,2014
"3282","Wakefield",0.109,2014
"3283","Walpole",0.105,2014
"3284","Waltham",0.102,2014
"3285","Wareham",0.126,2014
"3286","Watertown",0.103,2014
"3287","Wayland",0.104,2014
"3288","Wellesley",0.098,2014
"3289","Westfield",0.008,2014
"3290","Westford",0.102,2014
"3291","Weston",0.104,2014
"3292","Westwood",0.094,2014
"3293","Whately",0.007,2014
"3294","Whitman",0.114,2014
"3295","Williamstown",0,2014
"3296","Wilmington",0.111,2014
"3297","Winchester",0.103,2014
"3298","Worcester",0.097,2014
"3299","Yarmouth",0.016,2014
"3300","Abington",0.114,2014
"3301","Acushnet",0.118,2014
"3302","Agawam",0.007,2014
"3303","Alford",0,2014
"3304","Amesbury",0.162,2014
"3305","Aquinnah",0.02,2014
"3306","Ashburnham",0.094,2014
"3307","Ashby",0.096,2014
"3308","Ashfield",0.008,2014
"3309","Athol",0.024,2014
"3310","Auburn",0.099,2014
"3311","Avon",0.105,2014
"3312","Ayer",0.102,2014
"3313","Barnstable",0.029,2014
"3314","Barre",0.074,2014
"3315","Becket",0.01,2014
"3316","Bedford",0.104,2014
"3317","Bellingham",0.106,2014
"3318","Berkley",0.134,2014
"3319","Berlin",0.099,2014
"3320","Bernardston",0.007,2014
"3321","Beverly",0.128,2014
"3322","Billerica",0.107,2014
"3323","Blandford",0.009,2014
"3324","Bolton",0.101,2014
"3325","Bourne",0.124,2014
"3326","Boxborough",0.104,2014
"3327","Boxford",0.131,2014
"3328","Boylston",0.095,2014
"3329","Brookfield",0.086,2014
"3330","Burlington",0.108,2014
"3331","Carlisle",0.104,2014
"3332","Charlton",0.09,2014
"3333","Chatham",0.029,2014
"3334","Cheshire",0,2014
"3335","Chester",0.009,2014
"3336","Chesterfield",0.008,2014
"3337","Chicopee",0.007,2014
"3338","Chilmark",0.02,2014
"3339","Clarksburg",0,2014
"3340","Clinton",0.095,2014
"3341","Colrain",0.008,2014
"3342","Conway",0.007,2014
"3343","Cummington",0.008,2014
"3344","Dalton",0,2014
"3345","Dartmouth",0.134,2014
"3346","Dennis",0.034,2014
"3347","Dighton",0.131,2014
"3348","Douglas",0.103,2014
"3349","Dracut",0.117,2014
"3350","Dudley",0.095,2014
"3351","Dunstable",0.108,2014
"3352","East Bridgewater",0.116,2014
"3353","East Brookfield",0.087,2014
"3354","East Longmeadow",0.007,2014
"3355","Easthampton",0.007,2014
"3356","Edgartown",0.02,2014
"3357","Erving",0.019,2014
"3358","Everett",0.109,2014
"3359","Fairhaven",0.133,2014
"3360","Fall River",0.115,2014
"3361","Fitchburg",0.103,2014
"3362","Florida",0,2014
"3363","Freetown",0.129,2014
"3364","Gardner",0.093,2014
"3365","Georgetown",0.142,2014
"3366","Goshen",0.008,2014
"3367","Gosnold",0.043,2014
"3368","Granby",0.013,2014
"3369","Granville",0.009,2014
"3370","Groton",0.106,2014
"3371","Groveland",0.15,2014
"3372","Hampden",0.014,2014
"3373","Hancock",0,2014
"3374","Hanson",0.117,2014
"3375","Hardwick",0.05,2014
"3376","Harvard",0.105,2014
"3377","Harwich",0.048,2014
"3378","Haverhill",0.149,2014
"3379","Hawley",0.009,2014
"3380","Heath",0.009,2014
"3381","Hingham",0.11,2014
"3382","Hinsdale",0,2014
"3383","Holden",0.1,2014
"3384","Holland",0.061,2014
"3385","Holliston",0.101,2014
"3386","Hopkinton",0.1,2014
"3387","Hubbardston",0.104,2014
"3388","Huntington",0.008,2014
"3389","Ipswich",0.146,2014
"3390","Lakeville",0.139,2014
"3391","Lancaster",0.096,2014
"3392","Leicester",0.102,2014
"3393","Leominster",0.1,2014
"3394","Leyden",0.008,2014
"3395","Littleton",0.107,2014
"3396","Longmeadow",0.007,2014
"3397","Ludlow",0.012,2014
"3398","Lunenburg",0.103,2014
"3399","Lynn",0.116,2014
"3400","Lynnfield",0.116,2014
"3401","Manchester-by-the-Sea",0.14,2014
"3402","Mattapoisett",0.125,2014
"3403","Merrimac",0.154,2014
"3404","Middleborough",0.132,2014
"3405","Middlefield",0.009,2014
"3406","Millbury",0.096,2014
"3407","Millville",0.109,2014
"3408","Monroe",0,2014
"3409","Monson",0.026,2014
"3410","Monterey",0,2014
"3411","Montgomery",0.008,2014
"3412","Mount Washington",0,2014
"3413","Nahant",0.115,2014
"3414","Nantucket",0.038,2014
"3415","New Ashford",0,2014
"3416","New Bedford",0.137,2014
"3417","New Braintree",0.074,2014
"3418","New Marlborough",0,2014
"3419","New Salem",0.018,2014
"3420","Newbury",0.148,2014
"3421","Newburyport",0.161,2014
"3422","North Brookfield",0.084,2014
"3423","Northbridge",0.1,2014
"3424","Northfield",0.014,2014
"3425","Norton",0.113,2014
"3426","Oak Bluffs",0.016,2014
"3427","Oakham",0.096,2014
"3428","Orange",0.025,2014
"3429","Otis",0.01,2014
"3430","Oxford",0.105,2014
"3431","Palmer",0.025,2014
"3432","Paxton",0.103,2014
"3433","Pelham",0.012,2014
"3434","Pembroke",0.121,2014
"3435","Pepperell",0.111,2014
"3436","Peru",0.009,2014
"3437","Petersham",0.044,2014
"3438","Phillipston",0.056,2014
"3439","Plainfield",0.009,2014
"3440","Plymouth",0.135,2014
"3441","Plympton",0.128,2014
"3442","Princeton",0.101,2014
"3443","Quincy",0.107,2014
"3444","Raynham",0.122,2014
"3445","Rehoboth",0.119,2014
"3446","Revere",0.111,2014
"3447","Richmond",0,2014
"3448","Rochester",0.122,2014
"3449","Rockland",0.113,2014
"3450","Rowe",0,2014
"3451","Rowley",0.153,2014
"3452","Royalston",0.026,2014
"3453","Russell",0.008,2014
"3454","Rutland",0.104,2014
"3455","Salisbury",0.17,2014
"3456","Sandisfield",0.01,2014
"3457","Sandwich",0.101,2014
"3458","Savoy",0,2014
"3459","Seekonk",0.124,2014
"3460","Sheffield",0,2014
"3461","Shirley",0.101,2014
"3462","Shrewsbury",0.094,2014
"3463","Shutesbury",0.012,2014
"3464","Somerset",0.135,2014
"3465","Southbridge",0.091,2014
"3466","Spencer",0.099,2014
"3467","Springfield",0.007,2014
"3468","Sterling",0.096,2014
"3469","Stow",0.103,2014
"3470","Sturbridge",0.089,2014
"3471","Sudbury",0.103,2014
"3472","Sutton",0.099,2014
"3473","Swansea",0.133,2014
"3474","Taunton",0.124,2014
"3475","Templeton",0.075,2014
"3476","Tisbury",0.016,2014
"3477","Tolland",0.01,2014
"3478","Truro",0.043,2014
"3479","Tyringham",0,2014
"3480","Upton",0.102,2014
"3481","Uxbridge",0.105,2014
"3482","Wales",0.031,2014
"3483","Ware",0.045,2014
"3484","Warren",0.062,2014
"3485","Warwick",0.02,2014
"3486","Washington",0.01,2014
"3487","Webster",0.095,2014
"3488","Wellfleet",0.044,2014
"3489","Wendell",0.019,2014
"3490","Wenham",0.131,2014
"3491","West Boylston",0.096,2014
"3492","West Bridgewater",0.116,2014
"3493","West Brookfield",0.081,2014
"3494","West Newbury",0.148,2014
"3495","West Springfield",0.007,2014
"3496","West Stockbridge",0,2014
"3497","West Tisbury",0.019,2014
"3498","Westborough",0.1,2014
"3499","Westhampton",0.008,2014
"3500","Westminster",0.102,2014
"3501","Westport",0.135,2014
"3502","Weymouth",0.108,2014
"3503","Wilbraham",0.013,2014
"3504","Williamsburg",0.007,2014
"3505","Winchendon",0.065,2014
"3506","Windsor",0,2014
"3507","Winthrop",0.11,2014
"3508","Woburn",0.108,2014
"3509","Worthington",0.008,2014
"3510","Wrentham",0.106,2014
"3511","Acton",0.255,2015
"3512","Adams",0.125,2015
"3513","Amherst",0.094,2015
"3514","Andover",0.298,2015
"3515","Arlington",0.264,2015
"3516","Ashland",0.247,2015
"3517","Attleboro",0.28,2015
"3518","Belchertown",0.107,2015
"3519","Belmont",0.258,2015
"3520","Blackstone",0.263,2015
"3521","Boston",0.267,2015
"3522","Braintree",0.264,2015
"3523","Brewster",0.14,2015
"3524","Bridgewater",0.286,2015
"3525","Brimfield",0.172,2015
"3526","Brockton",0.278,2015
"3527","Brookline",0.261,2015
"3528","Buckland",0.096,2015
"3529","Cambridge",0.268,2015
"3530","Canton",0.255,2015
"3531","Carver",0.327,2015
"3532","Charlemont",0.103,2015
"3533","Chelmsford",0.265,2015
"3534","Chelsea",0.281,2015
"3535","Cohasset",0.294,2015
"3536","Concord",0.256,2015
"3537","Danvers",0.314,2015
"3538","Dedham",0.25,2015
"3539","Deerfield",0.09,2015
"3540","Dover",0.245,2015
"3541","Duxbury",0.308,2015
"3542","Eastham",0.158,2015
"3543","Easton",0.275,2015
"3544","Egremont",0.105,2015
"3545","Essex",0.369,2015
"3546","Falmouth",0.141,2015
"3547","Foxborough",0.26,2015
"3548","Framingham",0.248,2015
"3549","Franklin",0.26,2015
"3550","Gill",0.09,2015
"3551","Gloucester",0.394,2015
"3552","Grafton",0.262,2015
"3553","Great Barrington",0.133,2015
"3554","Greenfield",0.086,2015
"3555","Hadley",0.093,2015
"3556","Hamilton",0.35,2015
"3557","Hanover",0.303,2015
"3558","Halifax",0.306,2015
"3559","Hatfield",0.086,2015
"3560","Holbrook",0.271,2015
"3561","Holyoke",0.083,2015
"3562","Hopedale",0.256,2015
"3563","Hudson",0.242,2015
"3564","Hull",0.278,2015
"3565","Kingston",0.304,2015
"3566","Lanesborough",0.129,2015
"3567","Lawrence",0.301,2015
"3568","Lee",0.128,2015
"3569","Lenox",0.13,2015
"3570","Leverett",0.094,2015
"3571","Lexington",0.259,2015
"3572","Lincoln",0.253,2015
"3573","Lowell",0.277,2015
"3574","Malden",0.275,2015
"3575","Mansfield",0.272,2015
"3576","Marblehead",0.318,2015
"3577","Marion",0.264,2015
"3578","Marlborough",0.248,2015
"3579","Marshfield",0.309,2015
"3580","Mashpee",0.154,2015
"3581","Maynard",0.252,2015
"3582","Medfield",0.252,2015
"3583","Medford",0.272,2015
"3584","Medway",0.251,2015
"3585","Melrose",0.279,2015
"3586","Mendon",0.252,2015
"3587","Methuen",0.3,2015
"3588","Middleton",0.315,2015
"3589","Millis",0.249,2015
"3590","Milford",0.252,2015
"3591","Milton",0.263,2015
"3592","Montague",0.086,2015
"3593","Natick",0.249,2015
"3594","Needham",0.244,2015
"3595","Newton",0.255,2015
"3596","Norfolk",0.259,2015
"3597","North Adams",0.13,2015
"3598","North Andover",0.306,2015
"3599","North Attleboro",0.267,2015
"3600","North Reading",0.301,2015
"3601","Northampton",0.09,2015
"3602","Northborough",0.252,2015
"3603","Norwell",0.299,2015
"3604","Norwood",0.25,2015
"3605","Orleans",0.167,2015
