"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"608","Dennis","Town","Barnstable","Open town meeting","14207.0",1793,NA,2017,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,4,10,7,NA,NA,NA,NA,0
"609","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,NA,NA,NA,0
"610","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,NA,NA,NA,0
"611","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,NA,NA,NA,0
"612","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,NA,NA,NA,0
"613","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,NA,NA,NA,0
"614","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,NA,NA,NA,0
"615","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,NA,NA,NA,0
"616","Dighton","Town","Bristol","Open town meeting","7086.0",1712,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,NA,NA,NA,0
"617","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"618","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"619","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"620","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"621","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"622","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"623","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"624","Douglas","Town","Worcester","Open town meeting","8471.0",1775,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"625","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,2014,NA,NA,NA,0
"626","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,2014,NA,NA,NA,0
"627","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,2014,NA,NA,NA,0
"628","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,2014,NA,NA,NA,0
"629","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,2014,NA,NA,NA,0
"630","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,2014,NA,NA,NA,0
"631","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,2014,NA,NA,NA,0
"632","Dover","Town","Norfolk","Open town meeting","5589.0",1836,2014-01-18,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,2014,NA,NA,NA,0
"633","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,NA,NA,NA,NA,0
"634","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,NA,NA,NA,NA,0
"635","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,NA,NA,NA,NA,0
"636","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,NA,NA,NA,NA,0
"637","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,NA,NA,NA,NA,0
"638","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,NA,NA,NA,NA,0
"639","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,NA,NA,NA,NA,0
"640","Dracut","Town","Middlesex","Open town meeting","29457.0",1701,NA,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,NA,NA,NA,NA,0
"641","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"642","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"643","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"644","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"645","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"646","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"647","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"648","Dudley","Town","Worcester","Open town meeting","11390.0",1732,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"649","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,NA,NA,NA,NA,0
"650","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,NA,NA,NA,NA,0
"651","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,NA,NA,NA,NA,0
"652","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,NA,NA,NA,NA,0
"653","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,NA,NA,NA,NA,0
"654","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,NA,NA,NA,NA,0
"655","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,NA,NA,NA,NA,0
"656","Dunstable","Town","Middlesex","Open town meeting","3179.0",1673,NA,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,NA,NA,NA,NA,0
"657","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2011,"25023","Massachusetts",13,7,12,7,11,12,8,10,3,6,8,2,3,8,8,10,14,7,3,2015,NA,NA,NA,0
"658","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2010,"25023","Massachusetts",11,7,13,7,9,12,9,9,2,6,7,3,6,11,10,9,11,7,2,2015,NA,NA,NA,0
"659","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2012,"25023","Massachusetts",13,7,12,7,10,13,4,10,4,6,8,2,9,8,7,10,13,6,3,2015,NA,NA,NA,0
"660","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2013,"25023","Massachusetts",12,7,12,7,8,13,7,9,4,6,8,13,9,9,10,10,10,6,14,2015,NA,NA,NA,0
"661","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2014,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,10,6,8,2015,NA,NA,NA,0
"662","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2015,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,8,6,9,2015,NA,NA,NA,0
"663","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2016,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,12,8,6,8,2015,NA,NA,NA,0
"664","Duxbury","Town","Plymouth","Open town meeting","15059.0",1637,2015-02-01,2017,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,12,8,6,11,2015,NA,NA,NA,0
"665","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2011,"25023","Massachusetts",13,7,12,7,11,12,8,10,3,6,8,2,3,8,8,10,14,7,3,NA,NA,NA,NA,0
"666","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2010,"25023","Massachusetts",11,7,13,7,9,12,9,9,2,6,7,3,6,11,10,9,11,7,2,NA,NA,NA,NA,0
"667","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2012,"25023","Massachusetts",13,7,12,7,10,13,4,10,4,6,8,2,9,8,7,10,13,6,3,NA,NA,NA,NA,0
"668","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2013,"25023","Massachusetts",12,7,12,7,8,13,7,9,4,6,8,13,9,9,10,10,10,6,14,NA,NA,NA,NA,0
"669","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2014,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,10,6,8,NA,NA,NA,NA,0
"670","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2015,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,8,6,9,NA,NA,NA,NA,0
"671","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2016,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,12,8,6,8,NA,NA,NA,NA,0
"672","East Bridgewater","Town","Plymouth","Open town meeting","13794.0",1823,NA,2017,"25023","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,12,8,6,11,NA,NA,NA,NA,0
"673","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"674","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"675","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"676","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"677","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"678","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"679","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"680","East Brookfield","Town","Worcester","Open town meeting","2183.0",1920,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"681","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2011,"25013","Massachusetts",12,13,8,14,8,7,14,13,14,13,13,14,10,14,13,14,9,14,14,NA,NA,NA,NA,0
"682","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2010,"25013","Massachusetts",12,13,8,14,11,8,14,13,13,13,13,12,7,14,14,13,9,14,11,NA,NA,NA,NA,0
"683","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2012,"25013","Massachusetts",10,13,7,14,12,9,14,13,13,13,13,14,12,14,14,13,12,14,14,NA,NA,NA,NA,0
"684","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2013,"25013","Massachusetts",10,13,7,14,11,11,14,13,13,13,13,5,14,14,13,13,12,13,11,NA,NA,NA,NA,0
"685","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2014,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,9,14,11,NA,NA,NA,NA,0
"686","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2015,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,11,14,10,NA,NA,NA,NA,0
"687","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2016,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,12,14,13,NA,NA,NA,NA,0
"688","East Longmeadow","Town","Hampden","Open town meeting","15720.0",1894,NA,2017,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,11,14,13,NA,NA,NA,NA,0
"689","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2011,"25001","Massachusetts",4,2,11,5,9,4,5,9,7,2,11,11,9,11,3,5,3,6,9,2015,NA,NA,NA,0
"690","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2010,"25001","Massachusetts",5,3,7,5,8,1,5,11,5,1,9,10,12,8,3,4,2,5,14,2015,NA,NA,NA,0
"691","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2012,"25001","Massachusetts",4,1,10,5,8,1,5,11,9,2,11,11,5,10,3,4,3,7,8,2015,NA,NA,NA,0
"692","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2013,"25001","Massachusetts",4,1,9,5,9,1,6,12,7,3,10,12,7,10,6,4,2,8,13,2015,NA,NA,NA,0
"693","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2014,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,4,4,10,3,2015,NA,NA,NA,0
"694","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2015,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4,4,8,7,2015,NA,NA,NA,0
"695","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2016,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,4,10,4,2015,NA,NA,NA,0
"696","Eastham","Town","Barnstable","Open town meeting","4956.0",1646,2015-09-30,2017,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,4,10,7,2015,NA,NA,NA,0
"697","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2011,"25015","Massachusetts",3,5,6,2,3,5,4,1,5,5,4,7,11,4,6,3,2,4,10,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"698","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2010,"25015","Massachusetts",4,7,3,2,3,5,3,3,8,5,3,9,8,2,6,5,3,4,8,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"699","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2012,"25015","Massachusetts",3,4,5,2,2,4,3,1,5,5,3,7,8,5,4,2,1,3,10,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"700","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2013,"25015","Massachusetts",2,4,3,3,3,2,4,1,5,5,3,1,8,4,3,2,1,3,4,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"701","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2014,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,1,3,9,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"702","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2015,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,4,14,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"703","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2016,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,3,10,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"704","Easthampton","City","Hampshire","Mayor-council","16053.0",1809,NA,2017,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,3,6,NA,"Karen Cadieux","2 years","Nov. 7, 2017",1
"705","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,2016,NA,NA,NA,0
"706","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,2016,NA,NA,NA,0
"707","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,2016,NA,NA,NA,0
"708","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,2016,NA,NA,NA,0
"709","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,2016,NA,NA,NA,0
"710","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,2016,NA,NA,NA,0
"711","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,2016,NA,NA,NA,0
"712","Easton","Town","Bristol","Open town meeting","23112.0",1725,2016-05-01,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,2016,NA,NA,NA,0
"713","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2011,"25007","Massachusetts",5,1,14,3,13,2,10,1,7,10,1,4,1,5,2,4,5,5,1,NA,NA,NA,NA,0
"714","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2010,"25007","Massachusetts",1,1,14,4,13,7,12,2,6,9,10,6,10,5,1,2,13,6,9,NA,NA,NA,NA,0
"715","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2012,"25007","Massachusetts",5,2,14,3,11,11,6,4,6,9,1,4,1,3,1,5,11,4,1,NA,NA,NA,NA,0
"716","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2013,"25007","Massachusetts",5,2,14,2,13,5,3,7,6,9,2,10,1,1,2,5,13,5,1,NA,NA,NA,NA,0
"717","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2014,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,13,5,2,NA,NA,NA,NA,0
"718","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2015,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,10,5,3,NA,NA,NA,NA,0
"719","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2016,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,13,5,2,NA,NA,NA,NA,0
"720","Edgartown","Town","Dukes","Open town meeting","4067.0",1671,NA,2017,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,13,7,2,NA,NA,NA,NA,0
"721","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,2016,NA,NA,NA,0
"722","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,2016,NA,NA,NA,0
"723","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,2016,NA,NA,NA,0
"724","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,2016,NA,NA,NA,0
"725","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,2016,NA,NA,NA,0
"726","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,2016,NA,NA,NA,0
"727","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,2016,NA,NA,NA,0
"728","Egremont","Town","Berkshire","Open town meeting","1225.0",1775,2016-09-19,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,2016,NA,NA,NA,0
"729","Erving","Town","Franklin","Open town meeting","1800.0",1838,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"730","Erving","Town","Franklin","Open town meeting","1800.0",1838,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"731","Erving","Town","Franklin","Open town meeting","1800.0",1838,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"732","Erving","Town","Franklin","Open town meeting","1800.0",1838,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
